N_arv;UPA;UT;Nome_Cientifico;Nome_Popular;DAP_cm;Alt;Categoria;QF;Vol;g;lat;lon
230441;6;23;Hymenolobium petraeum;Angelim-pedra;102,5;22;Explorar;1;11,5973;0,8251;-5,880331;-54,979651
230442;6;23;Manilkara elata;Maçaranduba;83,08;20;Explorar;1;7,4599;0,5421;-5,88016;-54,979641
230443;6;23;Cedrela odorata;Cedro-vermelho;53,79;14;Substituta;2;2,3111;0,2273;-5,878207;-54,979601
230444;6;23;Ocotea rubra;Louro-vermelho;76,08;21;Explorar;1;6,5238;0,4546;-5,878123;-54,979692
230445;6;23;Holopyxidium jarana;Jarana;62,07;20;Explorar;1;4,1346;0,3026;-5,877645;-54,979611
230446;6;23;Ocotea rubra;Louro-vermelho;73,53;20;Explorar;1;5,8867;0,4246;-5,877554;-54,979745
230447;6;23;Hymenaea courbaril;Jatobá;83,4;23;Explorar;1;8,3087;0,5463;-5,877226;-54,979808
230448;6;23;Couratari guianensis;Tauari;84,35;24;Explorar;1;8,7499;0,5588;-5,877216;-54,979851
230449;6;23;Manilkara elata;Maçaranduba;71,62;20;Explorar;1;5,5828;0,4029;-5,877172;-54,979841
230450;6;23;Manilkara elata;Maçaranduba;80,21;24;Explorar;1;7,9569;0,5053;-5,877186;-54,979568
230451;6;23;Caryocar villosum;Pequiá;64,62;16;Explorar;1;3,8318;0,3279;-5,87675;-54,979583
230452;6;23;Manilkara elata;Maçaranduba;57,93;13;Explorar;1;2,5895;0,2636;-5,876593;-54,979656
230453;6;23;Handroanthus serratifolius;Ipê-amarelo;65,89;21;Explorar;1;4,8667;0,341;-5,876097;-54,979633
230454;6;23;Goupia glabra;Cupiúba;52,52;13;Explorar;1;2,0691;0,2166;-5,875676;-54,979731
230455;6;23;Manilkara elata;Maçaranduba;62,39;19;Explorar;1;4,0282;0,3057;-5,875549;-54,979726
230456;6;23;Manilkara elata;Maçaranduba;54,43;17;Remanescente;1;2,7391;0,2327;-5,875189;-54,979641
230457;6;23;Manilkara elata;Maçaranduba;112,68;25;Explorar;1;14,8182;0,9972;-5,874578;-54,979596
230458;6;23;Dipteryx odorata;Cumaru;54,75;19;Explorar;1;3,0102;0,2354;-5,874254;-54,979625
230459;6;23;Vochysia maxima;Quaruba;100,9;21;Explorar;1;10,925;0,7997;-5,874111;-54,979658
230460;6;23;Caryocar villosum;Pequiá;73,53;14;Explorar;1;4,5351;0,4246;-5,8732;-54,979582
230461;6;23;Hymenaea parvifolia;Jutaí-mirim;59,21;19;Explorar;1;3,5915;0,2753;-5,873222;-54,979563
230462;6;23;Manilkara elata;Maçaranduba;59,52;21;Explorar;1;3,9072;0,2783;-5,872221;-54,979642
230463;6;23;Manilkara elata;Maçaranduba;52,2;22;Explorar;1;2,9963;0,214;-5,871808;-54,979673
230464;6;23;Manilkara elata;Maçaranduba;46,79;18;Remanescente;2;1,9934;0,172;-5,871459;-54,979707
230465;6;23;Manilkara elata;Maçaranduba;48,06;17;Remanescente;1;2,0414;0,1814;-5,871331;-54,979757
230466;6;23;Couratari guianensis;Tauari;55,39;22;Remanescente;1;3,436;0,2409;-5,871091;-54,979917
230467;6;23;Manilkara elata;Maçaranduba;66,21;19;Remanescente;1;4,5732;0,3443;-5,871409;-54,979948
230468;6;23;Couratari guianensis;Tauari;49,02;23;Remanescente;1;2,6641;0,1887;-5,871432;-54,979995
230469;6;23;Manilkara elata;Maçaranduba;70,35;20;Explorar;1;5,3826;0,3887;-5,871586;-54,979979
230470;6;23;Manilkara elata;Maçaranduba;84,67;24;Explorar;1;8,8114;0,5631;-5,871672;-54,979866
230471;6;23;Caryocar villosum;Pequiá;49,34;13;Remanescente;2;1,7843;0,1912;-5,871827;-54,979928
230472;6;23;Goupia glabra;Cupiúba;71,3;18;Explorar;2;5,1254;0,3993;-5,871905;-54,979912
230473;6;23;Manilkara elata;Maçaranduba;55,07;20;Explorar;1;3,1659;0,2382;-5,872285;-54,979819
230474;6;23;Parkia pendula;Fava-bolota;106,95;16;Remanescente;1;9,8718;0,8984;-5,872937;-54,979983
230475;6;23;Manilkara elata;Maçaranduba;57,61;19;Explorar;1;3,3797;0,2607;-5,872965;-54,980047
230476;6;23;Couratari guianensis;Tauari;102,5;24;Explorar;1;12,3433;0,8251;-5,873061;-54,979971
230477;6;23;Manilkara elata;Maçaranduba;74,17;21;Explorar;1;6,2036;0,432;-5,873258;-54,980013
230478;6;23;Manilkara elata;Maçaranduba;53,16;17;Explorar;1;2,5931;0,2219;-5,873699;-54,980005
230479;6;23;Manilkara elata;Maçaranduba;40,11;13;Remanescente;1;1,0624;0,1263;-5,875382;-54,979987
230480;6;23;Vatairea paraensis;Fava-amargosa;64,62;24;Explorar;1;5,1391;0,3279;-5,87549;-54,979889
230481;6;23;Manilkara elata;Maçaranduba;56,98;14;Substituta;1;2,6355;0,255;-5,876065;-54,979995
230482;6;23;Caryocar villosum;Pequiá;81,49;13;Explorar;1;5,2447;0,5215;-5,876331;-54,980023
230483;6;23;Manilkara elata;Maçaranduba;65,57;17;Explorar;1;4,1323;0,3377;-5,876378;-54,980016
230484;6;23;Vochysia maxima;Quaruba;102,18;22;Explorar;1;11,5372;0,82;-5,876687;-54,980067
230485;6;23;Manilkara elata;Maçaranduba;66,21;21;Explorar;1;4,9164;0,3443;-5,876902;-54,980053
230486;6;23;Bertholletia excelsa;Castanheira;132,1;24;Remanescente;1;18,253;1,3705;-5,877435;-54,979921
230487;6;23;Manilkara elata;Maçaranduba;44,56;12;Remanescente;1;1,3099;0,156;-5,877706;-54,979992
230488;6;23;Ocotea rubra;Louro-vermelho;104,72;21;Substituta;1;11,6226;0,8614;-5,877715;-54,979933
230489;6;23;Parkia multijuga;Fava-benguê;71,3;24;Remanescente;1;6,3072;0,3993;-5,878715;-54,979839
230490;6;23;Manilkara elata;Maçaranduba;71,62;20;Explorar;1;5,5828;0,4029;-5,879561;-54,979901
230491;6;23;Manilkara elata;Maçaranduba;87,85;21;Explorar;1;8,5693;0,6062;-5,879601;-54,980133
230492;6;23;Holopyxidium jarana;Jarana;63,98;21;Explorar;1;4,5718;0,3215;-5,880473;-54,979912
230493;6;23;Manilkara elata;Maçaranduba;72,57;23;Explorar;1;6,3411;0,4137;-5,881728;-54,980005
230494;6;23;Simarouba amara;Marupá;56,66;20;Explorar;1;3,378;0,2521;-5,882125;-54,980041
230495;6;23;Manilkara elata;Maçaranduba;52,84;18;Explorar;1;2,666;0,2193;-5,882148;-54,980047
230496;6;23;Simarouba amara;Marupá;60,8;17;Explorar;1;3,5116;0,2903;-5,882216;-54,979908
230497;6;23;Goupia glabra;Cupiúba;57,61;14;Explorar;1;2,7022;0,2607;-5,882294;-54,980279
230498;6;23;Hymenaea parvifolia;Jutaí-mirim;65,89;22;Explorar;1;5,0324;0,341;-5,881273;-54,980266
230499;6;23;Micropholis melinoniana;Currupixá;100,9;20;Remanescente;2;10,5469;0,7997;-5,880806;-54,980268
230500;6;23;Buchenavia grandis;Mirindiba;140,69;17;Remanescente;3;15,5238;1,5547;-5,880548;-54,980255
230501;6;23;Goupia glabra;Cupiúba;46,47;11;Remanescente;1;1,3619;0,1696;-5,880357;-54,980192
230502;6;23;Goupia glabra;Cupiúba;91,35;10;Substituta;2;5,3177;0,6555;-5,880056;-54,98011
230503;6;23;Handroanthus serratifolius;Ipê-amarelo;102,5;23;Explorar;1;11,9731;0,8251;-5,879771;-54,980194
230504;6;23;Manilkara elata;Maçaranduba;73,85;21;Explorar;1;6,1506;0,4283;-5,878949;-54,98027
230505;6;23;Chrysophyllum lucentifolium;Goiabão;48,06;18;Remanescente;1;2,1283;0,1814;-5,878834;-54,980352
230506;6;23;Astronium lecointei;Muiracatiara;86,9;25;Explorar;1;9,5177;0,5931;-5,878766;-54,980288
230507;6;23;Simarouba amara;Marupá;73,53;14;Substituta;2;4,5351;0,4246;-5,877442;-54,980205
230508;6;23;Parkia multijuga;Fava-benguê;85,63;20;Remanescente;2;7,8916;0,5758;-5,877124;-54,980151
230509;6;23;Manilkara elata;Maçaranduba;57,61;20;Explorar;1;3,5076;0,2607;-5,876923;-54,980169
230510;6;23;Bertholletia excelsa;Castanheira;122,23;22;Remanescente;2;15,3193;1,1734;-5,876881;-54,98021
230511;6;23;Handroanthus impetiginosum;Ipê-roxo;121,28;23;Remanescente;2;15,6312;1,1552;-5,876622;-54,980298
230512;6;23;Caryocar villosum;Pequiá;149,29;14;Explorar;2;14,5566;1,7504;-5,876238;-54,980181
230513;6;23;Manilkara elata;Maçaranduba;77,03;22;Explorar;1;6,9129;0,466;-5,876086;-54,980152
230514;6;23;Hymenaea parvifolia;Jutaí-mirim;61,12;20;Substituta;1;3,9973;0,2934;-5,875884;-54,980252
230515;6;23;Goupia glabra;Cupiúba;78,94;10;Substituta;2;4,0546;0,4894;-5,87552;-54,980117
230516;6;23;Goupia glabra;Cupiúba;56,98;13;Explorar;1;2,4946;0,255;-5,875442;-54,98013
230517;6;23;Astronium lecointei;Muiracatiara;65,89;25;Explorar;1;5,5144;0,341;-5,875455;-54,980206
230518;6;23;Manilkara elata;Maçaranduba;55,7;17;Explorar;1;2,888;0,2437;-5,874974;-54,980275
230519;6;23;Manilkara elata;Maçaranduba;42,65;11;Remanescente;1;1,0989;0,1429;-5,873611;-54,980089
230520;6;23;Holopyxidium jarana;Jarana;56,34;18;Explorar;1;3,0897;0,2493;-5,872116;-54,980181
230521;6;23;Goupia glabra;Cupiúba;79,9;14;Explorar;2;5,3363;0,5013;-5,872017;-54,980209
230522;6;23;Manilkara elata;Maçaranduba;48,06;13;Remanescente;1;1,6752;0,1814;-5,871253;-54,980354
230523;6;23;Hymenolobium petraeum;Angelim-pedra;102,18;22;Remanescente;1;11,5372;0,82;-5,871292;-54,980311
230524;6;23;Manilkara elata;Maçaranduba;41,7;13;Remanescente;1;1,1749;0,1366;-5,871658;-54,980486
230525;6;23;Goupia glabra;Cupiúba;70,98;12;Substituta;1;3,7664;0,3957;-5,871788;-54,980625
230526;6;23;Couratari guianensis;Tauari;76,71;24;Explorar;1;7,2982;0,4622;-5,872474;-54,980467
230527;6;23;Goupia glabra;Cupiúba;76,39;11;Explorar;1;4,0871;0,4584;-5,873007;-54,980573
230528;6;23;Copaifera duckei;Copaíba;48,7;20;Remanescente;2;2,3716;0,1863;-5,873076;-54,980502
230529;6;23;Dipteryx odorata;Cumaru;88,81;14;Explorar;1;6,4997;0,6194;-5,87321;-54,980546
230530;6;23;Manilkara elata;Maçaranduba;81,81;15;Substituta;1;5,8736;0,5256;-5,873529;-54,98056
230531;6;23;Simarouba amara;Marupá;75,44;22;Remanescente;1;6,6351;0,447;-5,874052;-54,980567
230532;6;23;Micropholis melinoniana;Currupixá;74,17;21;Remanescente;1;6,2036;0,432;-5,874134;-54,980527
230533;6;23;Hymenolobium petraeum;Angelim-pedra;52,84;16;Remanescente;1;2,4461;0,2193;-5,874415;-54,980562
230534;6;23;Manilkara elata;Maçaranduba;81,17;17;Remanescente;1;6,3437;0,5175;-5,874461;-54,980589
230535;6;23;Goupia glabra;Cupiúba;62,07;14;Explorar;2;3,1852;0,3026;-5,874693;-54,980403
230536;6;23;Bagassa guianensis;Tatajuba;53,48;10;Remanescente;1;1,7726;0,2246;-5,875179;-54,980553
230537;6;23;Simarouba amara;Marupá;63,98;19;Explorar;1;4,2527;0,3215;-5,875605;-54,980437
230538;6;23;Goupia glabra;Cupiúba;54,43;12;Explorar;1;2,1176;0,2327;-5,875999;-54,98056
230539;6;23;Holopyxidium jarana;Jarana;82,12;15;Explorar;1;5,9169;0,5297;-5,876033;-54,980571
230540;6;23;Goupia glabra;Cupiúba;58,89;14;Explorar;2;2,8374;0,2724;-5,876476;-54,980475
230541;6;23;Aspidosperma excelsum;Carapanaúba;62,71;21;Remanescente;2;4,3785;0,3088;-5,87681;-54,980694
230542;6;23;Manilkara elata;Maçaranduba;94,86;21;Explorar;1;9,8261;0,7067;-5,876857;-54,98063
230543;6;23;Pseudopiptadenia psilostachya;Timborana;80,53;14;Substituta;2;5,4179;0,5094;-5,877404;-54,980631
230544;6;23;Manilkara elata;Maçaranduba;63,03;20;Explorar;1;4,2734;0,312;-5,877663;-54,980644
230545;6;23;Vatairea paraensis;Fava-amargosa;54,11;20;Explorar;1;3,0411;0,23;-5,877737;-54,980526
230546;6;23;Couratari guianensis;Tauari;80,53;23;Explorar;1;7,7769;0,5094;-5,877843;-54,980463
230547;6;23;Manilkara elata;Maçaranduba;72,57;22;Explorar;1;6,142;0,4137;-5,879052;-54,980592
230548;6;23;Couratari guianensis;Tauari;53,79;17;Substituta;1;2,6657;0,2273;-5,879528;-54,980443
230549;6;23;Simarouba amara;Marupá;61,75;19;Explorar;1;3,9395;0,2995;-5,879621;-54,980371
230550;6;23;Bagassa guianensis;Tatajuba;46,47;14;Remanescente;2;1,6301;0,1696;-5,879726;-54,980543
230551;6;23;Handroanthus impetiginosum;Ipê-roxo;153,43;24;Explorar;2;22,3074;1,8488;-5,87988;-54,980464
230552;6;23;Castilla ulei;Caucho;59,21;13;Remanescente;1;2,7181;0,2753;-5,879906;-54,980466
230553;6;23;Simarouba amara;Marupá;67,16;19;Explorar;1;4,7127;0,3543;-5,881909;-54,980553
230554;6;23;Parkia pendula;Fava-bolota;73,53;14;Remanescente;1;4,5351;0,4246;-5,882112;-54,980457
230555;6;23;Couratari guianensis;Tauari;71,94;17;Substituta;1;5,0056;0,4064;-5,882252;-54,980503
230556;6;23;Buchenavia grandis;Mirindiba;53,48;14;Remanescente;1;2,2796;0,2246;-5,882202;-54,980659
230557;6;23;Manilkara elata;Maçaranduba;83,08;14;Explorar;1;5,747;0,5421;-5,88159;-54,980744
230558;6;23;Simarouba amara;Marupá;53,16;15;Substituta;1;2,3657;0,2219;-5,881063;-54,980643
230559;6;23;Parkia pendula;Fava-bolota;87,54;14;Remanescente;2;6,3311;0,6018;-5,880118;-54,98079
230560;6;23;Goupia glabra;Cupiúba;65,89;12;Explorar;2;3,2277;0,341;-5,879548;-54,980842
230561;6;23;Goupia glabra;Cupiúba;69,71;15;Explorar;2;4,2828;0,3817;-5,879453;-54,980792
230562;6;23;Chrysophyllum lucentifolium;Goiabão;45,2;16;Remanescente;1;1,6792;0,1605;-5,878232;-54,980737
230563;6;23;Holopyxidium jarana;Jarana;70,35;15;Explorar;1;4,3633;0,3887;-5,878131;-54,980869
230564;6;23;Manilkara elata;Maçaranduba;93,26;20;Substituta;1;9,2085;0,6832;-5,877861;-54,980687
230565;6;23;Manilkara elata;Maçaranduba;76,71;19;Substituta;1;6,1684;0,4622;-5,8778;-54,980733
230566;6;23;Simarouba amara;Marupá;62,07;16;Explorar;2;3,5144;0,3026;-5,87737;-54,980696
230567;6;23;Apuleia leiocarpa;Garapeira;99,31;17;Remanescente;2;9,1231;0,7746;-5,877259;-54,980775
230568;6;23;Apuleia leiocarpa;Garapeira;80,85;20;Remanescente;1;7,0858;0,5134;-5,877026;-54,980794
230569;6;23;Couratari guianensis;Tauari;79,9;24;Explorar;1;7,8965;0,5013;-5,876671;-54,980813
230570;6;23;Manilkara elata;Maçaranduba;59,52;18;Explorar;1;3,4944;0,2783;-5,876668;-54,980812
230571;6;23;Hymenaea courbaril;Jatobá;73,53;23;Explorar;1;6,5097;0,4246;-5,875305;-54,980757
230572;6;23;Goupia glabra;Cupiúba;64,3;14;Explorar;1;3,4365;0,3247;-5,873523;-54,980755
230573;6;23;Goupia glabra;Cupiúba;63,03;15;Explorar;1;3,4641;0,312;-5,873187;-54,980795
230574;6;23;Manilkara elata;Maçaranduba;101,54;22;Explorar;1;11,417;0,8098;-5,872467;-54,980846
230575;6;23;Manilkara elata;Maçaranduba;75,12;23;Explorar;1;6,7931;0,4432;-5,872004;-54,98071
230576;6;23;Simarouba amara;Marupá;57,93;16;Remanescente;1;3,0186;0,2636;-5,871484;-54,9808
230577;6;23;Manilkara elata;Maçaranduba;56,98;17;Remanescente;1;3,0398;0,255;-5,873311;-54,98106
230578;6;23;Manilkara elata;Maçaranduba;68,75;20;Remanescente;1;5,1352;0,3713;-5,874513;-54,981097
230579;6;23;Manilkara elata;Maçaranduba;122,23;19;Remanescente;1;13,7807;1,1734;-5,876092;-54,981006
230580;6;23;Manilkara elata;Maçaranduba;63,03;19;Substituta;2;4,1175;0,312;-5,876232;-54,981133
230581;6;23;Hymenolobium petraeum;Angelim-pedra;56,02;17;Explorar;1;2,9257;0,2465;-5,876388;-54,981072
230582;6;23;Goupia glabra;Cupiúba;94,22;12;Remanescente;3;6,4404;0,6972;-5,876587;-54,981107
230583;6;23;Caryocar villosum;Pequiá;58,25;11;Explorar;1;2,3139;0,2665;-5,877112;-54,981035
230584;6;23;Manilkara elata;Maçaranduba;87,54;20;Explorar;1;8,2181;0,6018;-5,877707;-54,981053
230585;6;23;Manilkara elata;Maçaranduba;56,34;18;Explorar;1;3,0897;0,2493;-5,878066;-54,981084
230586;6;23;Manilkara elata;Maçaranduba;79,26;17;Substituta;1;6,0611;0,4934;-5,881902;-54,980969
230587;6;23;Manilkara elata;Maçaranduba;67,48;20;Remanescente;1;4,9396;0,3577;-5,882087;-54,98127
230588;6;23;Buchenavia grandis;Mirindiba;121,59;18;Remanescente;2;13,1467;1,1612;-5,880719;-54,98131
230589;6;23;Manilkara elata;Maçaranduba;57,61;19;Explorar;1;3,3797;0,2607;-5,88068;-54,981288
230590;6;23;Holopyxidium jarana;Jarana;83,72;21;Explorar;1;7,8387;0,5504;-5,880642;-54,981347
230591;6;23;Parkia multijuga;Fava-benguê;78,94;19;Remanescente;1;6,5215;0,4894;-5,879657;-54,981348
230592;6;23;Manilkara elata;Maçaranduba;124,46;22;Explorar;1;15,7354;1,2166;-5,879619;-54,981457
230593;6;23;Manilkara elata;Maçaranduba;90,4;20;Explorar;1;8,7114;0,6418;-5,879233;-54,981245
230594;6;23;Parkia multijuga;Fava-benguê;56,02;18;Remanescente;2;3,0502;0,2465;-5,879157;-54,981299
230595;6;23;Enterolobium spp.;Fava-timbaúba;48,7;12;Remanescente;2;1,6293;0,1863;-5,878651;-54,981271
230596;6;23;Manilkara elata;Maçaranduba;58,89;19;Explorar;1;3,5488;0,2724;-5,878553;-54,981415
230597;6;23;Apuleia leiocarpa;Garapeira;92,95;23;Explorar;1;10,1217;0,6785;-5,878414;-54,981362
230598;6;23;Vatairea paraensis;Fava-amargosa;67,8;24;Explorar;1;5,6867;0,361;-5,878204;-54,981318
230599;6;23;Goupia glabra;Cupiúba;76,08;16;Explorar;1;5,3534;0,4546;-5,87771;-54,981269
230600;6;23;Dipteryx odorata;Cumaru;54,75;18;Explorar;1;2,8942;0,2354;-5,877722;-54,981412
230601;6;23;Couratari guianensis;Tauari;72,89;24;Explorar;1;6,5949;0,4173;-5,877647;-54,981348
230602;6;23;Ocotea rubra;Louro-vermelho;118,09;22;Explorar;1;14,543;1,0953;-5,877612;-54,981378
230603;6;23;Goupia glabra;Cupiúba;80,53;10;Substituta;1;4,213;0,5094;-5,876841;-54,9813
230604;6;23;Holopyxidium jarana;Jarana;77,67;21;Explorar;1;6,7934;0,4738;-5,876604;-54,981364
230605;6;23;Manilkara elata;Maçaranduba;46,47;22;Remanescente;1;2,2664;0,1696;-5,876528;-54,981312
230606;6;23;Enterolobium schomburgkii;Fava-de-rosca;82,44;19;Remanescente;1;7,0845;0,5338;-5,87542;-54,981367
230607;6;23;Parkia multijuga;Fava-benguê;131,14;19;Remanescente;2;15,2694;1,3508;-5,87466;-54,981347
230608;6;23;Manilkara elata;Maçaranduba;40,74;17;Remanescente;1;1,3487;0,1304;-5,87441;-54,981247
230609;6;23;Manilkara elata;Maçaranduba;69,71;19;Explorar;1;5,0906;0,3817;-5,87567;-54,981646
230610;6;23;Handroanthus serratifolius;Ipê-amarelo;79,9;22;Explorar;1;7,4193;0,5013;-5,87566;-54,981713
230611;6;23;Goupia glabra;Cupiúba;60,48;11;Explorar;1;2,5145;0,2873;-5,876859;-54,98164
230612;6;23;Manilkara elata;Maçaranduba;113,95;23;Explorar;1;14,2094;1,0199;-5,877231;-54,981621
230613;6;23;Ocotea rubra;Louro-vermelho;89,76;21;Explorar;1;8,9098;0,6328;-5,877328;-54,981564
230614;6;23;Manilkara elata;Maçaranduba;84,99;21;Explorar;1;8,0623;0,5673;-5,877555;-54,981616
230615;6;23;Manilkara elata;Maçaranduba;71,62;19;Explorar;2;5,3792;0,4029;-5,877455;-54,981489
230616;6;23;Manilkara elata;Maçaranduba;117,14;20;Explorar;1;13,4098;1,0777;-5,877508;-54,98145
230617;6;23;Lecythis pisonis;Sapucaia;49,02;14;Remanescente;2;1,856;0,1887;-5,8782;-54,981497
230618;6;23;Manilkara elata;Maçaranduba;47,11;17;Remanescente;1;1,944;0,1743;-5,880288;-54,981646
230619;6;23;Handroanthus serratifolius;Ipê-amarelo;179,21;22;Remanescente;2;25,2058;2,5224;-5,880593;-54,981522
230620;6;23;Micropholis melinoniana;Currupixá;90,08;16;Substituta;1;7,3581;0,6373;-5,88108;-54,981599
230621;6;23;Manilkara elata;Maçaranduba;91,35;22;Explorar;1;9,508;0,6555;-5,882051;-54,981742
230622;6;23;Holopyxidium jarana;Jarana;74,48;18;Explorar;1;5,5957;0,4357;-5,881414;-54,981884
230623;6;23;Goupia glabra;Cupiúba;65,89;13;Explorar;1;3,426;0,341;-5,881151;-54,981963
230624;6;23;Hymenaea parvifolia;Jutaí-mirim;57,93;20;Explorar;1;3,5512;0,2636;-5,881071;-54,981928
230625;6;23;Lecythis pisonis;Sapucaia;70,98;18;Explorar;1;5,079;0,3957;-5,88037;-54,981933
230626;6;23;Couratari guianensis;Tauari;63,03;21;Explorar;1;4,4265;0,312;-5,879845;-54,981842
230627;6;23;Hymenaea courbaril;Jatobá;85,31;24;Explorar;1;8,9348;0,5716;-5,878642;-54,981717
230628;6;23;Goupia glabra;Cupiúba;99,95;16;Explorar;1;8,8222;0,7846;-5,878028;-54,98184
230629;6;23;Chrysophyllum lucentifolium;Goiabão;46,15;15;Remanescente;1;1,6865;0,1673;-5,877757;-54,981758
230630;6;23;Astronium lecointei;Muiracatiara;81,49;25;Explorar;1;8,4417;0,5215;-5,877477;-54,981892
230631;6;23;Manilkara elata;Maçaranduba;66,21;22;Explorar;1;5,0838;0,3443;-5,875791;-54,981815
230632;6;23;Manilkara elata;Maçaranduba;60,8;21;Explorar;1;4,0935;0,2903;-5,875742;-54,981773
230633;6;23;Manilkara elata;Maçaranduba;39,79;16;Remanescente;1;1,2129;0,1243;-5,875671;-54,981861
230634;6;23;Manilkara elata;Maçaranduba;50,29;12;Substituta;1;1,7598;0,1987;-5,875397;-54,981794
230635;6;23;Bertholletia excelsa;Castanheira;214,86;24;Remanescente;1;32,2778;3,6257;-5,875839;-54,982173
230636;6;23;Holopyxidium jarana;Jarana;85,63;16;Substituta;1;6,708;0,5758;-5,875896;-54,982066
230637;6;23;Manilkara elata;Maçaranduba;46,79;18;Remanescente;1;1,9934;0,172;-5,87648;-54,982167
230638;6;23;Goupia glabra;Cupiúba;47,11;10;Remanescente;2;1,3106;0,1743;-5,876618;-54,982177
230639;6;23;Caryocar villosum;Pequiá;121,91;14;Explorar;1;10,9755;1,1673;-5,876731;-54,982213
230640;6;23;Goupia glabra;Cupiúba;49,66;14;Remanescente;2;1,9144;0,1937;-5,877085;-54,982211
230641;6;23;Chrysophyllum lucentifolium;Goiabão;53,79;22;Remanescente;1;3,2133;0,2273;-5,877693;-54,982133
230642;6;23;Castilla ulei;Caucho;46,47;11;Remanescente;2;1,3619;0,1696;-5,878474;-54,982199
230643;6;23;Simarouba amara;Marupá;48,7;13;Remanescente;2;1,7294;0,1863;-5,878522;-54,982225
230644;6;23;Holopyxidium jarana;Jarana;47,43;14;Remanescente;2;1,7134;0,1767;-5,881972;-54,982017
230645;6;23;Couratari guianensis;Tauari;75,12;20;Explorar;1;6,143;0,4432;-5,881959;-54,98236
230646;6;23;Cedrela odorata;Cedro-vermelho;86,58;14;Substituta;2;6,2052;0,5887;-5,881525;-54,982229
230647;6;23;Enterolobium spp.;Fava-timbaúba;52,84;14;Remanescente;2;2,217;0,2193;-5,880572;-54,982341
230648;6;23;Handroanthus impetiginosum;Ipê-roxo;151,2;24;Explorar;1;21,8959;1,7955;-5,880228;-54,982203
230649;6;23;Hymenaea courbaril;Jatobá;71,3;24;Substituta;1;6,3072;0,3993;-5,87995;-54,982376
230650;6;23;Cedrela odorata;Cedro-vermelho;91,35;15;Remanescente;2;7,1958;0,6555;-5,879163;-54,982421
230651;6;23;Parkia multijuga;Fava-benguê;112,05;24;Remanescente;1;14,2648;0,986;-5,879069;-54,982439
230652;6;23;Manilkara elata;Maçaranduba;97,4;22;Explorar;1;10,6379;0,7451;-5,878306;-54,982275
230653;6;23;Couratari guianensis;Tauari;71,94;24;Explorar;1;6,4219;0,4064;-5,878229;-54,982287
230654;6;23;Vatairea paraensis;Fava-amargosa;75,12;25;Explorar;1;7,2101;0,4432;-5,878102;-54,982261
230655;6;23;Manilkara elata;Maçaranduba;39,79;14;Remanescente;2;1,0993;0,1243;-5,878092;-54,982259
230656;6;23;Goupia glabra;Cupiúba;78,94;15;Explorar;1;5,4866;0,4894;-5,87797;-54,982426
230657;6;23;Parkia pendula;Fava-bolota;54,43;16;Remanescente;1;2,6202;0,2327;-5,877861;-54,98238
230658;6;23;Pseudopiptadenia psilostachya;Timborana;108,54;20;Substituta;2;11,8947;0,9253;-5,877825;-54,982383
230659;6;23;Manilkara elata;Maçaranduba;121,59;21;Explorar;1;14,6997;1,1612;-5,877614;-54,98235
230660;6;23;Holopyxidium jarana;Jarana;40,43;14;Remanescente;2;1,1457;0,1284;-5,877224;-54,982382
230661;6;23;Manilkara elata;Maçaranduba;52,2;20;Explorar;1;2,7974;0,214;-5,87718;-54,982323
230662;6;23;Couratari guianensis;Tauari;61,43;23;Explorar;1;4,4707;0,2964;-5,877154;-54,982258
230663;6;23;Couratari guianensis;Tauari;40,74;19;Remanescente;1;1,4624;0,1304;-5,877058;-54,982378
230664;6;23;Manilkara elata;Maçaranduba;87,85;23;Explorar;1;9,1482;0,6062;-5,876764;-54,98236
230665;6;23;Manilkara elata;Maçaranduba;113,95;22;Explorar;1;13,7633;1,0199;-5,876669;-54,982424
230666;6;23;Parkia multijuga;Fava-benguê;69,71;16;Remanescente;1;4,4908;0,3817;-5,876306;-54,982431
230667;6;23;Manilkara elata;Maçaranduba;84,03;22;Remanescente;1;8,1633;0,5546;-5,875575;-54,982442
230668;6;23;Couratari guianensis;Tauari;85,63;22;Remanescente;1;8,4528;0,5758;-5,875476;-54,982483
230669;6;23;Simarouba amara;Marupá;75,76;20;Explorar;1;6,2462;0,4508;-5,875719;-54,982726
230670;6;23;Manilkara elata;Maçaranduba;61,12;19;Explorar;1;3,8515;0,2934;-5,876063;-54,982676
230671;6;23;Goupia glabra;Cupiúba;59,52;16;Explorar;1;3,2062;0,2783;-5,876424;-54,982782
230672;6;23;Manilkara elata;Maçaranduba;55,39;17;Explorar;1;2,8505;0,2409;-5,876464;-54,982707
230673;6;23;Parkia pendula;Fava-bolota;61,12;16;Remanescente;1;3,3978;0,2934;-5,877237;-54,98274
230674;6;23;Handroanthus serratifolius;Ipê-amarelo;39,79;14;Remanescente;1;1,0993;0,1243;-5,877768;-54,982751
230675;6;23;Hymenaea courbaril;Jatobá;73,85;26;Explorar;1;7,1664;0,4283;-5,87837;-54,982646
230676;6;23;Castilla ulei;Caucho;74,17;16;Remanescente;1;5,0906;0,432;-5,879354;-54,98262
230677;6;23;Buchenavia grandis;Mirindiba;134,33;22;Remanescente;2;17,5581;1,4171;-5,88001;-54,982498
230678;6;23;Cordia goeldiana;Freijó;57,93;21;Remanescente;1;3,6785;0,2636;-5,881635;-54,982829
