N_arv;UPA;UT;Nome_Cientifico;Nome_Popular;DAP_cm;Alt;Categoria;QF;Vol;g;lat;lon
230679;6;23;Couratari guianensis;Tauari;58,25;22;Explorar;1;3,8506;0,2665;-5,881248;-54,982898
230680;6;23;Holopyxidium jarana;Jarana;61,75;19;Substituta;1;3,9395;0,2995;-5,881087;-54,982956
230681;6;23;Handroanthus serratifolius;Ipê-amarelo;53,79;17;Substituta;1;2,6657;0,2273;-5,881079;-54,982947
230682;6;23;Parkia multijuga;Fava-benguê;63,34;20;Remanescente;1;4,3199;0,3151;-5,878922;-54,982994
230683;6;23;Buchenavia grandis;Mirindiba;130,83;20;Remanescente;3;15,7925;1,3442;-5,878683;-54,982869
230684;6;23;Manilkara elata;Maçaranduba;79,9;21;Explorar;1;7,175;0,5013;-5,876521;-54,982912
230685;6;23;Simarouba amara;Marupá;59,21;17;Explorar;2;3,3122;0,2753;-5,876331;-54,982823
230686;6;23;Couratari guianensis;Tauari;87,22;25;Explorar;1;9,5816;0,5974;-5,87591;-54,982889
230687;6;23;Simarouba amara;Marupá;44,88;14;Remanescente;1;1,4953;0,1582;-5,875687;-54,982912
230688;6;23;Simarouba amara;Marupá;59,52;19;Remanescente;1;3,6344;0,2783;-5,875612;-54,982927
230689;6;23;Hymenolobium petraeum;Angelim-pedra;55,39;15;Substituta;1;2,6004;0,2409;-5,876242;-54,98322
230690;6;23;Goupia glabra;Cupiúba;57,93;15;Explorar;1;2,8787;0,2636;-5,876472;-54,983271
230691;6;23;Enterolobium spp.;Fava-timbaúba;67,48;21;Remanescente;1;5,1167;0,3577;-5,87653;-54,98324
230692;6;23;Goupia glabra;Cupiúba;61,12;12;Explorar;1;2,7461;0,2934;-5,876543;-54,98327
230693;6;23;Astronium lecointei;Muiracatiara;80,53;27;Explorar;1;8,7184;0,5094;-5,8775;-54,983196
230694;6;23;Hymenaea parvifolia;Jutaí-mirim;65,57;20;Explorar;1;4,6505;0,3377;-5,877843;-54,983146
230695;6;23;Manilkara elata;Maçaranduba;48,38;18;Remanescente;1;2,1626;0,1839;-5,877853;-54,983163
230696;6;23;Couratari guianensis;Tauari;49,97;20;Remanescente;1;2,5232;0,1962;-5,878491;-54,983163
230697;6;23;Handroanthus serratifolius;Ipê-amarelo;77,35;23;Explorar;1;7,1946;0,4699;-5,879562;-54,983241
230698;6;23;Handroanthus serratifolius;Ipê-amarelo;69,07;22;Explorar;1;5,5531;0,3747;-5,879774;-54,983238
230699;6;23;Buchenavia capitata;Tanibuca;54,43;20;Remanescente;1;3,0825;0,2327;-5,879889;-54,983249
230700;6;23;Hymenaea parvifolia;Jutaí-mirim;44,25;19;Remanescente;1;1,8045;0,1538;-5,879876;-54,983228
230701;6;23;Apuleia leiocarpa;Garapeira;69,07;20;Remanescente;1;5,1844;0,3747;-5,880452;-54,98328
230702;6;23;Hymenaea parvifolia;Jutaí-mirim;68,44;21;Explorar;1;5,2684;0,3678;-5,88045;-54,983302
230703;6;23;Manilkara elata;Maçaranduba;57,61;20;Explorar;1;3,5076;0,2607;-5,880533;-54,983011
230704;6;23;Caryocar villosum;Pequiá;110,45;14;Explorar;2;9,4234;0,9582;-5,881281;-54,983178
230705;6;23;Manilkara elata;Maçaranduba;79,9;22;Explorar;1;7,4193;0,5013;-5,881331;-54,983114
230706;6;23;Parkia pendula;Fava-bolota;76,08;20;Remanescente;1;6,298;0,4546;-5,881765;-54,983216
230707;6;23;Manilkara elata;Maçaranduba;103,45;22;Remanescente;1;11,7776;0,8405;-5,882094;-54,983366
230708;6;23;Simarouba amara;Marupá;63,03;18;Explorar;1;3,9589;0,312;-5,880494;-54,983508
230709;6;23;Apuleia leiocarpa;Garapeira;92,31;20;Substituta;1;9,0424;0,6692;-5,880431;-54,983558
230710;6;23;Astronium lecointei;Muiracatiara;55,07;21;Substituta;1;3,2794;0,2382;-5,878456;-54,983483
230711;6;23;Couratari guianensis;Tauari;74,48;23;Explorar;1;6,6793;0,4357;-5,878155;-54,983357
230712;6;23;Schizolobium amazonicum;Paricá;53,16;20;Remanescente;2;2,9183;0,2219;-5,877647;-54,983427
230713;6;23;Cariniana micrantha;Tauari-cachimbo;102,18;27;Remanescente;1;13,3531;0,82;-5,877621;-54,983506
230714;6;23;Handroanthus serratifolius;Ipê-amarelo;89,45;20;Explorar;1;8,5465;0,6284;-5,876028;-54,983714
230715;6;23;Manilkara elata;Maçaranduba;52,52;19;Explorar;1;2,734;0,2166;-5,876894;-54,983747
230716;6;23;Parkia multijuga;Fava-benguê;101,54;21;Remanescente;1;11,0411;0,8098;-5,877614;-54,983673
230717;6;23;Handroanthus serratifolius;Ipê-amarelo;57,61;21;Explorar;1;3,6333;0,2607;-5,877645;-54,983812
230718;6;23;Goupia glabra;Cupiúba;96,13;15;Explorar;1;7,8701;0,7258;-5,877918;-54,983836
230719;6;23;Hymenaea courbaril;Jatobá;68,12;22;Remanescente;1;5,3953;0,3644;-5,879192;-54,983771
230720;6;23;Bagassa guianensis;Tatajuba;67,48;15;Remanescente;1;4,0042;0,3577;-5,87956;-54,983676
230721;6;23;Vatairea paraensis;Fava-amargosa;72,57;24;Substituta;1;6,5371;0,4137;-5,881346;-54,983673
230722;6;23;Manilkara elata;Maçaranduba;57,61;19;Explorar;1;3,3797;0,2607;-5,881501;-54,983657
230723;6;23;Manilkara elata;Maçaranduba;120,32;22;Remanescente;2;14,9615;1,137;-5,881761;-54,983848
230724;6;23;Simarouba amara;Marupá;58,89;20;Remanescente;1;3,6831;0,2724;-5,881782;-54,984048
230725;6;23;Handroanthus impetiginosum;Ipê-roxo;90,4;24;Remanescente;1;9,9312;0,6418;-5,881623;-54,983986
230726;6;23;Apuleia leiocarpa;Garapeira;93,26;22;Explorar;1;9,8633;0,6832;-5,881453;-54,984187
230727;6;23;Manilkara elata;Maçaranduba;117,46;21;Explorar;1;13,9484;1,0835;-5,881322;-54,98397
230728;6;23;Handroanthus serratifolius;Ipê-amarelo;66,21;15;Explorar;1;3,8475;0,3443;-5,879147;-54,984056
230729;6;23;Simarouba amara;Marupá;54,75;19;Explorar;1;3,0102;0,2354;-5,878437;-54,9839
230730;6;23;Lecythis pisonis;Sapucaia;102,81;14;Remanescente;2;8,3845;0,8302;-5,878216;-54,98392
230731;6;23;Manilkara elata;Maçaranduba;100,27;21;Substituta;1;10,8089;0,7896;-5,877682;-54,984001
230732;6;23;Enterolobium spp.;Fava-timbaúba;55,39;16;Remanescente;1;2,7268;0,2409;-5,877572;-54,983991
230733;6;23;Couratari guianensis;Tauari;87,22;25;Explorar;1;9,5816;0,5974;-5,876943;-54,984066
230734;6;23;Goupia glabra;Cupiúba;60,8;12;Explorar;1;2,7149;0,2903;-5,876878;-54,984041
230735;6;23;Manilkara elata;Maçaranduba;59,21;18;Explorar;1;3,4531;0,2753;-5,876408;-54,984151
230736;6;23;Couratari guianensis;Tauari;59,21;18;Remanescente;1;3,4531;0,2753;-5,875705;-54,9843
230737;6;23;Manilkara elata;Maçaranduba;61,12;19;Explorar;1;3,8515;0,2934;-5,876107;-54,984317
230738;6;23;Goupia glabra;Cupiúba;73,53;16;Explorar;1;5,0038;0,4246;-5,8764;-54,984238
230739;6;23;Manilkara elata;Maçaranduba;57,61;18;Explorar;1;3,2495;0,2607;-5,877026;-54,984212
230740;6;23;Enterolobium maximum;Fava-tamboril;73,85;20;Remanescente;1;5,9377;0,4283;-5,881307;-54,984474
230741;6;23;Micropholis melinoniana;Currupixá;71,94;16;Remanescente;1;4,7883;0,4064;-5,878662;-54,984636
230742;6;23;Simarouba amara;Marupá;58,89;17;Explorar;1;3,2728;0,2724;-5,877809;-54,984518
230743;6;23;Micropholis melinoniana;Currupixá;92,95;18;Explorar;1;8,4796;0,6785;-5,876808;-54,984534
230744;6;23;Enterolobium spp.;Fava-timbaúba;41,38;16;Remanescente;1;1,3428;0,1345;-5,877769;-54,984855
230745;6;23;Couratari guianensis;Tauari;61,12;19;Remanescente;1;3,8515;0,2934;-5,875523;-54,984972
230747;6;23;Handroanthus impetiginosum;Ipê-roxo;59,21;20;Remanescente;1;3,7274;0,2753;-5,878866;-54,983131
240001;6;24;Handroanthus impetiginosum;Ipê-roxo;95,49;27;Explorar;1;11,8977;0,7162;-5,875939;-54,999615
240002;6;24;Apuleia leiocarpa;Garapeira;130,51;19;Remanescente;1;15,1639;1,3377;-5,875897;-54,9997
240003;6;24;Micropholis melinoniana;Currupixá;67,8;16;Remanescente;1;4,2401;0,361;-5,87588;-54,999748
240004;6;24;Couratari guianensis;Tauari;52,84;20;Remanescente;1;2,8777;0,2193;-5,875867;-54,999738
240005;6;24;Handroanthus impetiginosum;Ipê-roxo;79,26;23;Remanescente;1;7,5428;0,4934;-5,876885;-54,999373
240006;6;24;Trattinnickia rhoifolia;Amescla;70,03;22;Remanescente;1;5,7121;0,3852;-5,877452;-54,999277
240007;6;24;Enterolobium maximum;Fava-tamboril;83,4;20;Remanescente;1;7,5136;0,5463;-5,876666;-54,999178
240008;6;24;Simarouba amara;Marupá;81,17;17;Explorar;1;6,3437;0,5175;-5,875613;-54,999119
240009;6;24;Bertholletia excelsa;Castanheira;201,17;18;Remanescente;1;24,6211;3,1785;-5,87475;-54,999276
240010;6;24;Bertholletia excelsa;Castanheira;121,91;23;Remanescente;2;15,7543;1,1673;-5,87473;-54,999175
240011;6;24;Swartzia arborescens;Gombeira;41,38;16;Remanescente;2;1,3428;0,1345;-5,874138;-54,999069
240012;6;24;Holopyxidium jarana;Jarana;54,75;23;Remanescente;1;3,4547;0,2354;-5,873466;-54,998809
240013;6;24;Lecythis pisonis;Sapucaia;70,66;15;Remanescente;1;4,4038;0,3922;-5,873937;-54,998901
240014;6;24;Apuleia leiocarpa;Garapeira;143,56;25;Remanescente;2;21,0671;1,6186;-5,874398;-54,999031
240015;6;24;Hymenaea courbaril;Jatobá;44,56;23;Remanescente;2;2,1086;0,156;-5,874722;-54,998874
240016;6;24;Buchenavia capitata;Tanibuca;84,03;15;Remanescente;1;6,1781;0,5546;-5,87481;-54,998831
240017;6;24;Couratari guianensis;Tauari;76,08;20;Explorar;1;6,298;0,4546;-5,875359;-54,998893
240018;6;24;Castilla ulei;Caucho;72,57;13;Remanescente;1;4,1814;0,4137;-5,8757;-54,998769
240019;6;24;Apuleia leiocarpa;Garapeira;86,58;10;Remanescente;2;4,8252;0,5887;-5,875753;-54,999089
240020;6;24;Handroanthus impetiginosum;Ipê-roxo;66,85;22;Remanescente;1;5,187;0,3509;-5,875817;-54,999049
240021;6;24;Micropholis melinoniana;Currupixá;121,59;15;Explorar;2;11,5038;1,1612;-5,876046;-54,998818
240022;6;24;Hevea brasiliensis;Seringueira;66,85;13;Remanescente;2;3,5313;0,3509;-5,87621;-54,998889
240023;6;24;Bertholletia excelsa;Castanheira;103,45;19;Remanescente;2;10,5947;0,8405;-5,877031;-54,998751
240024;6;24;Lecythis pisonis;Sapucaia;64,94;19;Explorar;1;4,3891;0,3312;-5,877438;-54,998581
240025;6;24;Handroanthus impetiginosum;Ipê-roxo;72,57;25;Explorar;1;6,7303;0,4137;-5,877388;-54,998586
240026;6;24;Couratari guianensis;Tauari;71,94;19;Explorar;1;5,4278;0,4064;-5,876143;-54,998689
240027;6;24;Cedrela odorata;Cedro-vermelho;51,57;13;Remanescente;1;1,9819;0,2088;-5,874989;-54,998508
240028;6;24;Couratari guianensis;Tauari;104,72;21;Explorar;1;11,6226;0,8614;-5,874125;-54,998684
240029;6;24;Bertholletia excelsa;Castanheira;113,64;16;Remanescente;1;10,8746;1,0142;-5,87393;-54,998715
240030;6;24;Bertholletia excelsa;Castanheira;153,74;19;Remanescente;2;18,9035;1,8565;-5,873789;-54,998666
240031;6;24;Simarouba amara;Marupá;43,29;14;Remanescente;1;1,3656;0,1472;-5,873345;-54,998636
240032;6;24;Lecythis pisonis;Sapucaia;154,38;12;Remanescente;2;13,5484;1,8719;-5,872952;-54,998766
240033;6;24;Caryocar villosum;Pequiá;67,48;17;Remanescente;2;4,3893;0,3577;-5,872287;-54,998546
240034;6;24;Micropholis melinoniana;Currupixá;108,23;20;Explorar;2;11,8385;0,9199;-5,873588;-54,998435
240035;6;24;Couratari guianensis;Tauari;82,76;21;Explorar;2;7,6717;0,5379;-5,873823;-54,998432
240036;6;24;Bertholletia excelsa;Castanheira;119,37;18;Remanescente;2;12,7853;1,1191;-5,873941;-54,998496
240037;6;24;Parkia gigantocarpa;Fava-atanã;70,98;13;Remanescente;1;3,9978;0,3957;-5,874088;-54,998425
240038;6;24;Ceiba pentandra;Sumaúma;124,78;19;Remanescente;1;14,2084;1,2228;-5,874692;-54,998424
240039;6;24;Bertholletia excelsa;Castanheira;106,32;20;Remanescente;2;11,5013;0,8877;-5,874978;-54,998388
240040;6;24;Bertholletia excelsa;Castanheira;89,13;23;Remanescente;1;9,3903;0,6239;-5,876524;-54,998423
240041;6;24;Bertholletia excelsa;Castanheira;193,53;18;Remanescente;2;23,6733;2,9417;-5,877581;-54,998426
240042;6;24;Couratari guianensis;Tauari;72,57;17;Substituta;2;5,0954;0,4137;-5,875325;-54,998086
240043;6;24;Micropholis melinoniana;Currupixá;53,16;15;Substituta;2;2,3657;0,2219;-5,875298;-54,998053
240044;6;24;Micropholis melinoniana;Currupixá;41,38;12;Remanescente;2;1,0853;0,1345;-5,872789;-54,998104
240045;6;24;Lecythis pisonis;Sapucaia;69,07;16;Remanescente;2;4,4068;0,3747;-5,872293;-54,998027
240046;6;24;Hymenaea courbaril;Jatobá;117,77;28;Remanescente;2;17,2;1,0894;-5,871752;-54,997971
240047;6;24;Goupia glabra;Cupiúba;44,56;17;Remanescente;2;1,6943;0,156;-5,872586;-54,99795
240048;6;24;Bertholletia excelsa;Castanheira;136,87;17;Remanescente;2;14,951;1,4714;-5,872965;-54,997774
240049;6;24;Simarouba amara;Marupá;54,75;19;Explorar;1;3,0102;0,2354;-5,872978;-54,997947
240050;6;24;Hymenaea parvifolia;Jutaí-mirim;44,88;20;Remanescente;2;1,941;0,1582;-5,873149;-54,99776
240051;6;24;Manilkara elata;Maçaranduba;50,93;18;Explorar;1;2,4451;0,2037;-5,873146;-54,997747
240052;6;24;Lecythis pisonis;Sapucaia;49,02;13;Remanescente;2;1,7568;0,1887;-5,874239;-54,997743
240053;6;24;Handroanthus impetiginosum;Ipê-roxo;86,58;27;Remanescente;1;9,9853;0,5887;-5,877147;-54,997563
240054;6;24;Lecythis pisonis;Sapucaia;98,68;15;Substituta;1;8,2321;0,7647;-5,875224;-54,997639
240055;6;24;Couratari guianensis;Tauari;70,03;18;Explorar;2;4,9404;0,3852;-5,874393;-54,997606
240056;6;24;Simarouba amara;Marupá;51,88;12;Explorar;2;1,8944;0,2114;-5,873967;-54,997461
240057;6;24;Parkia gigantocarpa;Fava-atanã;89,13;16;Remanescente;1;7,218;0,6239;-5,873742;-54,997568
240058;6;24;Buchenavia grandis;Mirindiba;67,16;12;Substituta;1;3,3601;0,3543;-5,873375;-54,997542
240059;6;24;Bertholletia excelsa;Castanheira;140,06;20;Remanescente;2;17,3632;1,5406;-5,873141;-54,997498
240060;6;24;Manilkara elata;Maçaranduba;85,31;16;Explorar;1;6,6619;0,5716;-5,873019;-54,997593
240061;6;24;Swartzia arborescens;Gombeira;54,43;12;Remanescente;2;2,1176;0,2327;-5,872926;-54,99764
240062;6;24;Bertholletia excelsa;Castanheira;108,23;16;Remanescente;2;10,0629;0,9199;-5,872725;-54,997572
240063;6;24;Buchenavia grandis;Mirindiba;70,03;10;Substituta;2;3,1947;0,3852;-5,872227;-54,99751
240064;6;24;Goupia glabra;Cupiúba;108,23;10;Substituta;1;7,0919;0,9199;-5,871925;-54,997589
240065;6;24;Manilkara elata;Maçaranduba;86,58;20;Remanescente;2;8,0546;0,5887;-5,871421;-54,99744
240066;6;24;Manilkara elata;Maçaranduba;88,17;12;Substituta;1;5,7208;0,6106;-5,871638;-54,997208
240067;6;24;Simarouba amara;Marupá;50,93;18;Explorar;1;2,4451;0,2037;-5,872014;-54,997313
240068;6;24;Simarouba amara;Marupá;47,11;11;Remanescente;1;1,4081;0,1743;-5,872551;-54,997356
240069;6;24;Dipteryx odorata;Cumaru;72,26;12;Explorar;2;3,9046;0,4101;-5,874587;-54,997458
240070;6;24;Micropholis melinoniana;Currupixá;88,49;16;Remanescente;1;7,1249;0,615;-5,874915;-54,997197
240071;6;24;Goupia glabra;Cupiúba;51,88;18;Explorar;2;2,5546;0,2114;-5,87503;-54,997231
240072;6;24;Bertholletia excelsa;Castanheira;108,23;22;Remanescente;1;12,6804;0,9199;-5,875713;-54,997371
240073;6;24;Couratari guianensis;Tauari;86,26;13;Explorar;1;5,8338;0,5844;-5,874942;-54,996994
240074;6;24;Parkia gigantocarpa;Fava-atanã;68,75;14;Remanescente;2;3,9561;0,3713;-5,874154;-54,99701
240075;6;24;Simarouba amara;Marupá;65,25;15;Explorar;1;3,7312;0,3344;-5,874138;-54,997001
240076;6;24;Lecythis pisonis;Sapucaia;92,63;18;Explorar;1;8,4283;0,6739;-5,873169;-54,996985
240077;6;24;Handroanthus serratifolius;Ipê-amarelo;59,84;20;Explorar;1;3,8167;0,2813;-5,872495;-54,996976
240078;6;24;Parkia pendula;Fava-bolota;78,62;14;Remanescente;2;5,1737;0,4855;-5,872281;-54,996963
240079;6;24;Goupia glabra;Cupiúba;85,94;13;Explorar;1;5,7942;0,5801;-5,871214;-54,997023
240080;6;24;Goupia glabra;Cupiúba;72,89;18;Explorar;1;5,3592;0,4173;-5,871;-54,997025
240081;6;24;Hevea brasiliensis;Seringueira;72,26;17;Remanescente;2;5,0504;0,4101;-5,870921;-54,997011
240082;6;24;Couratari guianensis;Tauari;122,55;20;Explorar;1;14,3578;1,1795;-5,870704;-54,99696
240083;6;24;Handroanthus serratifolius;Ipê-amarelo;49,97;20;Remanescente;1;2,5232;0,1962;-5,870622;-54,997058
240084;6;24;Goupia glabra;Cupiúba;70,35;17;Remanescente;1;4,7829;0,3887;-5,87007;-54,99668
240085;6;24;Handroanthus serratifolius;Ipê-amarelo;57,93;21;Explorar;1;3,6785;0,2636;-5,871297;-54,996676
240086;6;24;Ocotea baturitensis;Louro-preto;53,16;15;Remanescente;2;2,3657;0,2219;-5,871426;-54,996633
240087;6;24;Pseudopiptadenia psilostachya;Timborana;73,21;19;Explorar;1;5,623;0,421;-5,872559;-54,996659
240088;6;24;Goupia glabra;Cupiúba;70,35;20;Explorar;1;5,3826;0,3887;-5,873353;-54,996681
240089;6;24;Dipteryx odorata;Cumaru;77,03;13;Explorar;2;4,7062;0,466;-5,873925;-54,996696
240090;6;24;Simarouba amara;Marupá;56,66;10;Explorar;2;2,0236;0,2521;-5,87432;-54,996822
240091;6;24;Simarouba amara;Marupá;47,75;19;Remanescente;1;2,1781;0,179;-5,874384;-54,996849
240092;6;24;Dipteryx odorata;Cumaru;56,66;19;Remanescente;1;3,2548;0,2521;-5,876435;-54,996466
240093;6;24;Couratari guianensis;Tauari;82,76;18;Explorar;1;6,8612;0,5379;-5,873477;-54,996411
240094;6;24;Goupia glabra;Cupiúba;81,81;13;Substituta;2;5,2836;0,5256;-5,873077;-54,996446
240095;6;24;Goupia glabra;Cupiúba;73,21;10;Substituta;2;3,4959;0,421;-5,873038;-54,996389
240096;6;24;Manilkara elata;Maçaranduba;64,94;20;Explorar;1;4,5553;0,3312;-5,873037;-54,996587
240097;6;24;Bertholletia excelsa;Castanheira;108,23;18;Remanescente;2;10,9674;0,9199;-5,872801;-54,996528
240098;6;24;Manilkara elata;Maçaranduba;56,02;16;Explorar;1;2,7987;0,2465;-5,872229;-54,996471
240099;6;24;Goupia glabra;Cupiúba;105,68;18;Explorar;1;10,5508;0,8771;-5,871979;-54,996518
240100;6;24;Goupia glabra;Cupiúba;79,58;15;Explorar;1;5,5722;0,4974;-5,871907;-54,996599
240101;6;24;Simarouba amara;Marupá;44,56;13;Remanescente;1;1,3904;0,156;-5,871384;-54,996448
240102;6;24;Simarouba amara;Marupá;51,57;14;Explorar;1;2,0938;0,2088;-5,871295;-54,996519
240103;6;24;Couratari guianensis;Tauari;70,66;20;Explorar;1;5,4325;0,3922;-5,871138;-54,996436
240104;6;24;Astronium lecointei;Muiracatiara;78,62;23;Remanescente;1;7,4264;0,4855;-5,871119;-54,996411
240105;6;24;Couratari guianensis;Tauari;80,53;19;Explorar;1;6,7762;0,5094;-5,87037;-54,99655
240106;6;24;Manilkara elata;Maçaranduba;85,31;20;Explorar;1;7,8374;0,5716;-5,870117;-54,996449
240107;6;24;Manilkara elata;Maçaranduba;51,57;16;Explorar;1;2,3102;0,2088;-5,870004;-54,996537
240108;6;24;Dipteryx odorata;Cumaru;41,38;12;Remanescente;1;1,0853;0,1345;-5,869685;-54,99652
240109;6;24;Manilkara elata;Maçaranduba;77,03;10;Substituta;1;3,8663;0,466;-5,869667;-54,996531
240110;6;24;Astronium lecointei;Muiracatiara;47,75;25;Remanescente;1;2,6532;0,179;-5,869847;-54,996211
240111;6;24;Holopyxidium jarana;Jarana;50,29;15;Explorar;1;2,0766;0,1987;-5,869898;-54,996267
240112;6;24;Lecythis pisonis;Sapucaia;133,69;16;Explorar;2;13,8414;1,4037;-5,869924;-54,996174
240113;6;24;Lecythis pisonis;Sapucaia;92,95;18;Explorar;1;8,4796;0,6785;-5,870324;-54,996213
240114;6;24;Dipteryx odorata;Cumaru;50,93;12;Substituta;2;1,8132;0,2037;-5,870454;-54,996217
240115;6;24;Lecythis pisonis;Sapucaia;105,68;17;Explorar;1;10,12;0,8771;-5,870503;-54,996304
240116;6;24;Trattinnickia rhoifolia;Amescla;73,53;13;Remanescente;1;4,2926;0,4246;-5,870672;-54,996208
240117;6;24;Pseudopiptadenia psilostachya;Timborana;88,49;21;Explorar;1;8,6826;0,615;-5,871265;-54,996248
240118;6;24;Holopyxidium jarana;Jarana;94,54;15;Explorar;1;7,6447;0,7019;-5,871388;-54,996282
240119;6;24;Manilkara elata;Maçaranduba;56,98;16;Explorar;1;2,9079;0,255;-5,87169;-54,996231
240120;6;24;Simarouba amara;Marupá;67,48;13;Explorar;1;3,602;0,3577;-5,871754;-54,996369
240121;6;24;Enterolobium maximum;Fava-tamboril;66,53;20;Remanescente;1;4,7944;0,3476;-5,871791;-54,996141
240122;6;24;Ocotea baturitensis;Louro-preto;58,89;15;Remanescente;1;2,9857;0,2724;-5,872064;-54,996173
240123;6;24;Goupia glabra;Cupiúba;77,99;16;Explorar;1;5,6192;0,4777;-5,872166;-54,996048
240124;6;24;Trattinnickia rhoifolia;Amescla;82,12;13;Remanescente;2;5,3225;0,5297;-5,872197;-54,996126
240125;6;24;Holopyxidium jarana;Jarana;51,57;16;Explorar;1;2,3102;0,2088;-5,872551;-54,996298
240126;6;24;Copaifera duckei;Copaíba;43,61;18;Remanescente;1;1,6729;0,1494;-5,872503;-54,996277
240127;6;24;Couratari guianensis;Tauari;83,08;17;Substituta;2;6,6288;0,5421;-5,872584;-54,996174
240128;6;24;Goupia glabra;Cupiúba;77,67;12;Explorar;1;4,5055;0,4738;-5,873574;-54,996246
240129;6;24;Ocotea rubra;Louro-vermelho;59,52;18;Explorar;1;3,4944;0,2783;-5,874006;-54,996159
240130;6;24;Goupia glabra;Cupiúba;72,57;16;Explorar;2;4,8742;0,4137;-5,874052;-54,996118
240131;6;24;Hymenaea parvifolia;Jutaí-mirim;70,66;28;Remanescente;1;6,9103;0,3922;-5,874728;-54,996048
240132;6;24;Simarouba amara;Marupá;52,84;10;Substituta;2;1,7239;0,2193;-5,875135;-54,99594
240133;6;24;Couratari guianensis;Tauari;79,58;16;Explorar;1;5,8428;0,4974;-5,874817;-54,995914
240134;6;24;Trattinnickia rhoifolia;Amescla;49,66;17;Remanescente;2;2,2081;0,1937;-5,874608;-54,996016
240135;6;24;Parkia multijuga;Fava-benguê;73,21;12;Remanescente;1;4,0091;0,421;-5,874506;-54,995979
240136;6;24;Goupia glabra;Cupiúba;108,23;19;Explorar;1;11,4068;0,9199;-5,873986;-54,995907
240137;6;24;Dinizia excelsa;Angelim-vermelho;117,77;14;Remanescente;1;10,4169;1,0894;-5,873596;-54,995951
240138;6;24;Goupia glabra;Cupiúba;70,03;10;Explorar;2;3,1947;0,3852;-5,873448;-54,995944
240139;6;24;Manilkara elata;Maçaranduba;57,93;15;Explorar;1;2,8787;0,2636;-5,873377;-54,995988
240140;6;24;Goupia glabra;Cupiúba;99,31;12;Explorar;1;7,0532;0,7746;-5,873244;-54,995979
240141;6;24;Simarouba amara;Marupá;66,85;10;Explorar;2;2,901;0,3509;-5,873348;-54,995839
240142;6;24;Goupia glabra;Cupiúba;78,62;9;Remanescente;2;3,7143;0,4855;-5,873207;-54,995875
240143;6;24;Ocotea rubra;Louro-vermelho;66,53;18;Substituta;1;4,4416;0,3476;-5,873071;-54,995873
240144;6;24;Goupia glabra;Cupiúba;101,86;15;Explorar;2;8,6861;0,8149;-5,872908;-54,995961
240145;6;24;Manilkara elata;Maçaranduba;43,61;18;Remanescente;1;1,6729;0,1494;-5,872607;-54,99603
240146;6;24;Dipteryx odorata;Cumaru;44,25;17;Remanescente;2;1,6642;0,1538;-5,87228;-54,995923
240147;6;24;Buchenavia grandis;Mirindiba;55,39;10;Substituta;1;1,9217;0,2409;-5,872277;-54,995916
240148;6;24;Manilkara elata;Maçaranduba;56,66;15;Explorar;1;2,7383;0,2521;-5,872177;-54,995919
240149;6;24;Manilkara elata;Maçaranduba;96,13;18;Substituta;2;8,9941;0,7258;-5,871394;-54,995912
240150;6;24;Manilkara elata;Maçaranduba;50,93;17;Explorar;1;2,3452;0,2037;-5,871149;-54,995968
240151;6;24;Micropholis melinoniana;Currupixá;66,85;10;Substituta;2;2,901;0,3509;-5,870664;-54,99595
240152;6;24;Cedrelinga cateniformis;Cedroarana;191,94;19;Explorar;1;24,412;2,8935;-5,870314;-54,995953
240153;6;24;Bertholletia excelsa;Castanheira;73,21;18;Remanescente;2;5,4063;0,421;-5,869744;-54,996025
240154;6;24;Dinizia excelsa;Angelim-vermelho;69,71;19;Remanescente;1;5,0906;0,3817;-5,869135;-54,995555
240155;6;24;Caryocar glabrum;Pequiarana;79,58;12;Substituta;1;4,7222;0,4974;-5,870167;-54,995563
240156;6;24;Manilkara elata;Maçaranduba;57,3;17;Substituta;2;3,0782;0,2578;-5,870603;-54,995683
