Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1984-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);
1995-08-16;0;29,14;54;
1995-08-17;0;29,02;49,25;
1995-08-18;0;28,5;50,75;
1995-08-19;0;28,16;51,25;
1995-08-20;0;28,54;51,75;
1995-08-21;0;28,86;53;
1995-08-22;0;29,02;54,5;
1995-08-23;0;28,08;55,75;
1995-08-24;0;27,92;56,75;
1995-08-25;0;28,94;53;
1995-08-26;0;28,6;54,25;
1995-08-27;0;28,42;53,5;
1995-08-28;0;28,72;56,75;
1995-08-29;0;29,22;56,25;
1995-08-30;0;29,02;56,5;
1995-08-31;0;29,04;53;
1995-09-01;0;28,58;54,25;
1995-09-02;0;28,82;55,75;
1995-09-03;0;28,56;63,75;
1995-09-04;,3;28,28;62,75;
1995-09-05;0;28,42;54;
1995-09-06;0;28,24;51,5;
1995-09-07;0;28,78;56;
1995-09-08;0;29;53,25;
1995-09-09;0;29,44;54,75;
1995-09-10;0;30,08;54,75;
1995-09-11;0;29,7;57,25;
1995-09-12;0;27,08;80,25;
1995-09-13;2,3;28,82;71;
1995-09-14;0;29,5;56;
1995-09-15;0;29,84;57;
1995-09-16;0;28,84;60,75;
1995-09-17;0;26,9;77;
1995-09-18;0;28,56;68;
1995-09-19;0;29,84;64,75;
1995-09-20;0;29,16;73,75;
1995-09-21;0;29,5;65,25;
1995-09-22;0;29,62;59,75;
1995-09-23;0;29,82;50,25;
1995-09-24;0;31,12;50;
1995-09-25;0;29,76;58,25;
1995-09-26;0;30,04;60;
1995-09-27;0;28,16;68,75;
1995-09-28;0;27,9;68;
1995-09-29;0;29,82;64,75;
1995-09-30;0;30,12;58,75;
1995-10-01;0;29,72;59,5;
1995-10-02;0;28,28;70,75;
1995-10-03;0;28,7;65;
1995-10-04;0;29,54;66,75;
1995-10-05;0;27,88;77;
1995-10-06;0;27,26;78;
1995-10-07;6,8;27,8;71,5;
1995-10-08;0;29,58;66;
1995-10-09;0;29,86;69;
1995-10-10;0;30,02;63,5;
1995-10-11;44,4;24,9;94,5;
1995-10-12;2,1;28,36;73,75;
1995-10-13;0;26,14;89,25;
1995-10-14;25,6;27,66;77,75;
1995-10-15;0;29,12;65,5;
1995-10-16;0;30,04;58;
1995-10-17;0;28,34;71;
1995-10-18;0;28,22;68,5;
1995-10-19;0;24,86;85,75;
1995-10-20;42,9;26,48;82,25;
1995-10-21;0;27,18;86,5;
1995-10-22;,7;28,04;77;
1995-10-23;0;27,04;78;
1995-10-24;21,2;26,7;76,5;
1995-10-25;0;28,82;67,75;
1995-10-26;0;28,94;77,25;
1995-10-27;0;29,1;70;
1995-10-28;0;29,5;67;
1995-10-29;0;28,98;68;
1995-10-30;5;26,62;80,25;
1995-10-31;34,4;23,66;96;
1995-11-01;2,6;27,4;75;
1995-11-02;0;27,56;75,75;
1995-11-03;11;24,42;91;
1995-11-04;0;27,08;82;
1995-11-05;0;26,7;92,25;
1995-11-06;10,9;27,98;84;
1995-11-07;0;28,74;81;
1995-11-08;0;29,02;82,5;
1995-11-09;0;26,86;86,75;
1995-11-10;26,2;25,4;92;
1995-11-11;49,4;24,48;94,5;
1995-11-12;0;27,5;80,75;
1995-11-13;0;27,9;83,25;
1995-11-14;0;28,12;89;
1995-11-15;0;28,72;84,25;
1995-11-16;0;25,46;90,75;
1995-11-17;45,7;24,48;93;
1995-11-18;0;24,98;93,5;
1995-11-19;0;27,68;85,25;
1995-11-20;0;28,2;85,75;
1995-11-21;0;28,74;84,5;
1995-11-22;0;24,52;96;
1995-11-23;40,6;26,54;91,5;
1995-11-24;1,5;24,76;97;
1995-11-25;87,4;24,26;97;
1995-11-26;2;26,48;91,5;
1995-11-27;152,9;23,6;95;
1995-11-28;,5;26,18;90,75;
1995-11-29;0;26,68;88,5;
1995-11-30;31,1;24,3;96,25;
1995-12-01;1,5;26,38;87;
1995-12-02;0;28,88;81;
1995-12-03;0;29,12;79,75;
1995-12-04;0;29,02;81,5;
1995-12-05;0;25,12;95,75;
1995-12-06;13,1;25,2;93,5;
1995-12-07;22,3;26,58;91,5;
1995-12-08;0;26,22;90;
1995-12-09;47,9;23,44;97,25;
1995-12-10;41,6;26,08;88,75;
1995-12-11;1,1;25,88;91,25;
1995-12-12;2,6;25,8;91;
1995-12-13;1,8;27,02;88,5;
1995-12-14;0;27,34;86;
1995-12-15;0;25,66;96;
1995-12-16;15,3;25,68;96,75;
1995-12-17;8,2;26,36;91;
1995-12-18;10;26,82;91,75;
1995-12-19;,7;28,42;86;
1995-12-20;0;27,82;85;
1995-12-21;0;27,12;88,75;
1995-12-22;0;27;83,25;
1995-12-23;0;26,24;86,75;
1995-12-24;0;26,9;86,5;
1995-12-25;11,2;24,38;96,25;
1995-12-26;15,8;24,66;92,5;
1995-12-27;,3;25,88;90,25;
1995-12-28;3,2;26,28;93,75;
1995-12-29;8,4;24,52;96,25;
1995-12-30;12,2;25,98;90,75;
1995-12-31;0;24,64;94,25;
1996-01-01;35,5;25,28;91,25;
1996-01-02;0;27,98;87;
1996-01-03;0;26,32;89,25;
1996-01-04;10,4;25,72;90,75;
1996-01-05;43,6;25,2;93,5;
1996-01-06;4,1;23,8;97,25;
1996-01-07;18,8;25,56;92;
1996-01-08;0;25,98;91,5;
1996-01-09;1,4;25,96;89,5;
1996-01-10;0;27,02;84,5;
1996-01-11;0;26,26;93;
1996-01-12;1,6;25,42;92,75;
1996-01-13;6,3;25,98;90,75;
1996-01-14;10,7;25,66;92;
1996-01-15;,2;25,98;90;
1996-01-16;0;26,24;89,75;
1996-01-17;1;26,58;88;
1996-01-18;0;26,38;89,75;
1996-01-19;3;25,68;93,5;
1996-01-20;25,1;25,76;92,75;
1996-01-21;1,3;26,12;88,75;
1996-01-22;0;27,92;87,5;
1996-01-23;0;26,1;87,5;
1996-01-24;1;25,96;87,75;
1996-01-25;,2;28,82;83,25;
1996-01-26;0;29,62;84,75;
1996-01-27;,3;26,14;92,75;
1996-01-28;11,5;27,24;86,25;
1996-01-29;3,8;25,36;93,75;
1996-01-30;44,7;25,1;89,75;
1996-01-31;4,2;25,6;93,25;
1996-02-01;0;27,68;79;
1996-02-02;,3;27,08;90,5;
1996-02-03;5,7;25,88;89;
1996-02-04;12;26,16;89,5;
1996-02-05;8;23,66;95,25;
1996-02-06;10,6;25,78;89,75;
1996-02-07;5;26,2;86;
1996-02-08;1;28,26;85,75;
1996-02-09;0;28,4;87,25;
1996-02-10;,8;28,32;87;
1996-02-11;,2;25,96;94,75;
1996-02-12;20,5;27,84;87,5;
1996-02-13;0;26,64;91,75;
1996-02-14;2,1;25,64;94;
1996-02-15;,1;26,4;88,5;
1996-02-16;0;27,44;89,25;
1996-02-17;0;25,8;93,5;
1996-02-18;0;25,56;88,5;
1996-02-19;19,7;25,32;90,5;
1996-02-20;7,1;25,76;89,25;
1996-02-21;10,5;25,44;90,5;
1996-02-22;21,7;26,54;90;
1996-02-23;0;27,38;90;
1996-02-24;19,1;27,56;87;
1996-02-25;0;27,24;92,5;
1996-02-26;1,6;27,24;90,75;
1996-02-27;0;28,12;86,75;
1996-02-28;12,1;27,4;87,5;
1996-02-29;2,1;26,64;90;
1996-03-01;0;27,92;85,25;
1996-03-02;3,2;26,8;92;
1996-03-03;47;24,68;96;
1996-03-04;,4;26,34;91,25;
1996-03-05;3,6;24,88;95,75;
1996-03-06;16,3;27,04;88,5;
1996-03-07;0;26,44;94,5;
1996-03-08;8,2;27,52;88,75;
1996-03-09;0;27,42;86,75;
1996-03-10;,1;26,48;89,5;
1996-03-11;0;25,92;94;
1996-03-12;,8;25,2;93;
1996-03-13;2,1;25,4;90,75;
1996-03-14;32,6;25,62;90,75;
1996-03-15;0;27,44;83,25;
1996-03-16;0;27,54;87,25;
1996-03-17;26,2;23,68;95;
1996-03-18;,3;27,04;88,75;
1996-03-19;4,4;25,02;92,5;
1996-03-20;0;25,56;88,75;
1996-03-21;,1;26,98;85;
1996-03-22;0;25,84;93,25;
1996-03-23;15,7;25,4;91;
1996-03-24;0;26,66;89,75;
1996-03-25;4,6;26,48;92,5;
1996-03-26;8,1;24,88;92,75;
1996-03-27;6,6;25,98;91,5;
1996-03-28;1,2;27,44;86,5;
1996-03-29;0;26,86;88,5;
1996-03-30;1,2;26,88;89,75;
1996-03-31;,1;26,28;91,75;
1996-04-01;4,5;27,12;87,5;
1996-04-02;0;27,6;89,5;
1996-04-03;18,3;26,64;93,25;
1996-04-04;1,6;26,38;96,75;
1996-04-05;10,6;25,2;95,25;
1996-04-06;30,8;25,06;93,5;
1996-04-07;2,4;26,08;90;
1996-04-08;1,6;27,12;87,25;
1996-04-09;0;25,58;95,25;
1996-04-10;14;26,44;90;
1996-04-11;0;25,56;91,75;
1996-04-12;0;26,96;88,75;
1996-04-13;,6;26,08;91;
1996-04-14;0;27,28;84,5;
1996-04-15;19;26,88;91;
1996-04-16;,3;25,84;95,75;
1996-04-17;34,6;25,82;93,25;
1996-04-18;,2;27,18;88,5;
1996-04-19;10,6;26,2;90;
1996-04-20;5,2;25,72;91,75;
1996-04-21;,1;26,42;89,75;
1996-04-22;,1;26,72;89,75;
1996-04-23;0;27,4;89,75;
1996-04-24;23,9;26;94,25;
1996-04-25;5,8;26,2;94,5;
1996-04-26;5,3;24,66;96;
1996-04-27;4,2;25,26;91,5;
1996-04-28;,2;26,28;82,5;
1996-04-29;0;27,78;83,5;
1996-04-30;0;27,62;85;
1996-05-01;0;25,18;96,25;
1996-05-02;7,7;25,72;93,75;
1996-05-03;13,4;26,38;90,75;
1996-05-04;2,4;26,94;90,25;
1996-05-05;0;27,28;87,25;
1996-05-06;32,1;25,48;93,5;
1996-05-07;,2;26,78;92,25;
1996-05-08;1,6;28,04;88,25;
1996-05-09;0;27,12;88,75;
1996-05-10;0;25,96;90,75;
1996-05-11;0;26,48;84,25;
1996-05-12;0;25,92;91,5;
1996-05-13;4,9;27,12;88;
1996-05-14;0;27,18;86;
1996-05-15;0;27,38;89,75;
1996-05-16;0;27,6;91;
1996-05-17;0;28,3;88,25;
1996-05-18;0;28,38;88,25;
1996-05-19;0;29,34;84;
1996-05-20;0;28,42;88,25;
1996-05-21;12,7;26,96;92,25;
1996-05-22;0;28,04;88;
1996-05-23;0;27,6;88,5;
1996-05-24;0;27,82;89,75;
1996-05-25;0;26,82;88,25;
1996-05-26;0;27,06;87,25;
1996-05-27;0;26,18;91;
1996-05-28;0;27,18;84,75;
1996-05-29;0;27,02;84,25;
1996-05-30;0;28;84,25;
1996-05-31;1,3;26,66;88,5;
1996-06-01;0;28,06;82,5;
1996-06-02;0;27,76;82,5;
1996-06-03;0;27,74;83,25;
1996-06-04;0;27,2;89,5;
1996-06-05;0;27,08;91;
1996-06-06;0;28,06;85,75;
1996-06-07;0;27,78;91,5;
1996-06-08;0;27,72;88,75;
1996-06-09;0;27,36;92;
1996-06-10;0;26,56;87,75;
1996-06-11;0;25,94;88,75;
1996-06-12;0;26,98;86,25;
1996-06-13;0;27,9;87;
1996-06-14;0;27,1;88,5;
1996-06-15;0;26,74;85,25;
1996-06-16;0;27,38;88,25;
1996-06-17;0;28,48;90;
1996-06-18;0;28,3;87,5;
1996-06-19;0;28,96;87,5;
1996-06-20;0;28,38;86;
1996-06-21;0;26,82;89,5;
1996-06-22;0;27,52;84,75;
1996-06-23;0;28,04;86,25;
1996-06-24;0;27,34;86,75;
1996-06-25;0;25,92;84;
1996-06-26;0;26,42;88,5;
1996-06-27;0;26,88;88,5;
1996-06-28;0;26,98;90,75;
1996-06-29;0;23,78;89,5;
1996-06-30;0;24,84;88,25;
1996-07-01;0;26,96;91,25;
1996-07-02;0;27,14;88,75;
1996-07-03;0;26,62;88,25;
1996-07-04;0;27,08;89;
1996-07-05;0;27,7;86,25;
1996-07-06;0;25,78;86,25;
1996-07-07;0;26,16;88;
1996-07-08;0;27,04;87,5;
1996-07-09;0;26,76;88,25;
1996-07-10;0;26,04;86,25;
1996-07-11;0;26,38;88,25;
1996-07-12;0;26,3;88,25;
1996-07-13;0;28,22;85,5;
1996-07-14;0;28,54;88;
1996-07-15;0;27,68;84,75;
1996-07-16;0;27,68;87,25;
1996-07-17;0;27,16;84;
1996-07-18;0;27,76;87,75;
1996-07-19;0;26,94;88;
1996-07-20;0;27,44;85,25;
1996-07-21;0;28,68;86,25;
1996-07-22;0;29,94;87;
1996-07-23;0;28,8;87,25;
1996-07-24;0;27,38;88,75;
1996-07-25;0;27,04;86;
1996-07-26;0;26,42;87,75;
1996-07-27;0;27,48;85;
1996-07-28;0;28,52;85;
1996-07-29;0;28,82;88,5;
1996-07-30;0;28,2;87,75;
1996-07-31;0;28,36;83,5;
1996-08-01;0;28,32;87,75;
1996-08-02;0;28,64;85;
1996-08-03;0;28,18;83;
1996-08-04;0;29,26;84,5;
1996-08-05;0;29,96;82,25;
1996-08-06;0;29,54;80;
1996-08-07;0;29,54;87,25;
1996-08-08;0;29,2;85,25;
1996-08-09;0;29,46;79,25;
1996-08-10;0;29,34;84,25;
1996-08-11;0;28,66;82,75;
1996-08-12;0;26,66;94,75;
1996-08-13;,1;28,32;89,75;
1996-08-14;0;28,5;87,25;
1996-08-15;1;27,92;89,5;
1996-08-16;0;27,88;89,5;
1996-08-17;1,9;27,72;88,75;
1996-08-18;0;28,4;84,5;
1996-08-19;0;28,82;83;
1996-08-20;0;28,9;86;
1996-08-21;0;28,8;85;
1996-08-22;0;29,14;82,25;
1996-08-23;0;28,86;84;
1996-08-24;0;28,9;83,5;
1996-08-25;0;28,74;81,25;
1996-08-26;0;28,68;80,75;
1996-08-27;0;29,32;83,5;
1996-08-28;0;28,58;83;
1996-08-29;0;28,28;89,5;
1996-08-30;0;28,72;87,5;
1996-08-31;0;28,16;82;
1996-09-01;0;29,3;86,25;
1996-09-02;0;30,08;84,75;
1996-09-03;0;29,76;84,25;
1996-09-04;0;29,1;87;
1996-09-05;0;28,8;84,75;
1996-09-06;0;29,5;85,25;
1996-09-07;0;28,54;88,25;
1996-09-08;0;29,08;83;
1996-09-09;0;28,98;82,75;
1996-09-10;0;29,06;87,25;
1996-09-11;0;29,44;84,75;
1996-09-12;0;30,2;85,75;
1996-09-13;0;28,78;87,25;
1996-09-14;0;29,28;88,5;
1996-09-15;0;29,04;80,5;
1996-09-16;0;28,84;82,75;
1996-09-17;0;29,8;85,5;
1996-09-18;0;28,92;84,25;
1996-09-19;0;26,4;97,5;
1996-09-20;21;28,22;90,25;
1996-09-21;0;29,64;88;
1996-09-22;,2;30,7;84,75;
1996-09-23;0;30,12;87;
1996-09-24;0;29,36;83,75;
1996-09-25;0;29,56;85,5;
1996-09-26;0;29,24;82,5;
1996-09-27;0;28,58;89,5;
1996-09-28;0;27,16;89,25;
1996-09-29;0;25,74;92,25;
1996-09-30;,4;28,12;89,75;
1996-10-01;0;28,66;88,75;
1996-10-02;3;24,06;98,25;
1996-10-03;,2;26,72;90;
1996-10-04;0;28,6;87,75;
1996-10-05;35,4;24,96;94,5;
1996-10-06;13,8;26,2;92,75;
1996-10-07;0;26,76;93,75;
1996-10-08;13,7;26,98;94,5;
1996-10-09;0;27,56;93,25;
1996-10-10;0;27,64;93;
1996-10-11;0;29,62;89,75;
1996-10-12;0;28,78;88;
1996-10-13;0;28,92;92;
1996-10-14;0;27,28;93,5;
1996-10-15;,7;29,1;91,25;
1996-10-16;0;26,68;92;
1996-10-17;,3;25,68;95,5;
1996-10-18;1,9;28,18;93,5;
1996-10-19;1,1;28,02;96,5;
1996-10-20;7,4;28,04;89,75;
1996-10-21;0;27,12;90;
1996-10-22;13,2;26,62;95,25;
1996-10-23;7,4;24,96;98;
1996-10-24;24,7;25,72;94,75;
1996-10-25;,2;26,56;92;
1996-10-26;0;27,5;95,75;
1996-10-27;,4;26,96;94,25;
1996-10-28;0;25,24;97,25;
1996-10-29;53;26,66;93,25;
1996-10-30;0;28,18;92,5;
1996-10-31;0;25,68;95,75;
1996-11-01;42,4;25,76;96;
1996-11-02;,2;26,92;97,25;
1996-11-03;4;25,34;98,25;
1996-11-04;14,4;26,18;95,25;
1996-11-05;4,6;26,68;98,25;
1996-11-06;17,2;27,36;91,75;
1996-11-07;0;28,42;91,25;
1996-11-08;0;29,46;90,75;
1996-11-09;0;27,86;96;
1996-11-10;0;26,02;97,5;
1996-11-11;2,2;27,68;94,5;
1996-11-12;0;26,92;94;
1996-11-13;9,2;25,7;93,25;
1996-11-14;0;26,7;91,75;
1996-11-15;0;25,78;96,75;
1996-11-16;16,2;25,24;97,25;
1996-11-17;18,8;24,84;98,25;
1996-11-18;1;25,96;92,25;
1996-11-19;0;26,3;90,25;
1996-11-20;0;26,82;94;
1996-11-21;8,9;24,5;97,5;
1996-11-22;8,8;26,22;91,5;
1996-11-23;0;27,4;90,75;
1996-11-24;0;26,62;89;
1996-11-25;0;26,16;96;
1996-11-26;30,2;25,82;93,75;
1996-11-27;0;25,1;95,25;
1996-11-28;8,7;24,84;94;
1996-11-29;0;27,82;90;
1996-11-30;0;28,44;87,75;
1996-12-01;0;27,92;89,75;
1996-12-02;0;29,06;88,5;
1996-12-03;0;29,06;86,5;
1996-12-04;0;27,96;85,75;
1996-12-05;0;26,9;94;
1996-12-06;0;28,16;88,75;
1996-12-07;0;27,62;90,5;
1996-12-08;1,6;25,16;96,5;
1996-12-09;,2;26,8;92,5;
1996-12-10;,2;27,3;89,75;
1996-12-11;2,8;25,9;97,25;
1996-12-12;10,4;26,24;88,75;
1996-12-13;0;27,72;89,75;
1996-12-14;0;26,92;91,75;
1996-12-15;5,6;28,7;89,25;
1996-12-16;0;28,94;88,25;
1996-12-17;0;28,14;89,75;
1996-12-18;0;28,22;95,5;
1996-12-19;13,6;26,5;92,25;
1996-12-20;0;26,14;96,25;
1996-12-21;,2;26,54;91,75;
1996-12-22;,3;25,14;95,75;
1996-12-23;,1;25,8;91;
1996-12-24;1,3;27,28;91,5;
1996-12-25;7,2;25,72;96,25;
1996-12-26;1,4;25,14;97,5;
1996-12-27;,7;25,16;94,25;
1996-12-28;35,9;23,78;98,5;
1996-12-29;2,2;25,6;95,75;
1996-12-30;,1;26,9;91;
1996-12-31;7,2;25,14;96,75;
1997-01-01;8,5;24,84;96;
1997-01-02;20;25,1;94,5;
1997-01-03;,2;25;96,75;
1997-01-04;3,9;25,54;94,75;
1997-01-05;106;24,2;95,5;
1997-01-06;,1;25,9;93,75;
1997-01-07;0;26,04;92,25;
1997-01-08;15,2;26,12;92;
1997-01-09;0;26,58;91;
1997-01-10;0;25,1;92;
1997-01-11;56,6;26,42;95,25;
1997-01-12;3,9;24,78;95;
1997-01-13;0;26,58;90;
1997-01-14;0;26,8;87,75;
1997-01-15;,1;25,26;96;
1997-01-16;3,5;25,32;96;
1997-01-17;28,8;25,8;95,75;
1997-01-18;1,7;25,38;93,75;
1997-01-19;50;24,18;95,75;
1997-01-20;,5;24,76;94,25;
1997-01-21;12,6;24,32;98,5;
1997-01-22;45;24,74;94,25;
1997-01-23;8;23,96;97,5;
1997-01-24;3,7;24,92;96,25;
1997-01-25;16,8;24,62;96,25;
1997-01-26;,3;25,7;91,75;
1997-01-27;3,4;24,56;95,5;
1997-01-28;,7;26,34;89,75;
1997-01-29;6,3;26,18;94;
1997-01-30;0;25,4;95,75;
1997-01-31;27,8;23,68;98,25;
1997-02-01;6,3;25,34;90,5;
1997-02-02;18,4;25,94;91,5;
1997-02-03;2,2;24,82;93,25;
1997-02-04;31,9;25,3;94,75;
1997-02-05;12,4;26,38;95;
1997-02-06;0;25,64;94;
1997-02-07;,7;24,9;94,5;
1997-02-08;0;26,74;91,25;
1997-02-09;1,7;26,72;88,75;
1997-02-10;,6;24,56;98,5;
1997-02-11;13,3;24,54;94,5;
1997-02-12;27,9;25,28;94,25;
1997-02-13;0;25,7;93,75;
1997-02-14;23,8;24,3;94;
1997-02-15;11,8;23,66;96,75;
1997-02-16;6,4;26,54;92,75;
1997-02-17;0;25,6;93,75;
1997-02-18;15,1;25,64;97,25;
1997-02-19;3,6;25,08;93,5;
1997-02-20;25,7;23,9;96,5;
1997-02-21;6,6;26,16;94,25;
1997-02-22;0;25,94;95,25;
1997-02-23;23,9;26,7;97,5;
1997-02-24;,6;28,04;90;
1997-02-25;0;27,44;89;
1997-02-26;0;26,12;95;
1997-02-27;1,3;27,28;90,5;
1997-02-28;0;24,72;96;
1997-03-01;30,2;25,76;93,25;
1997-03-02;19,1;23,22;98,75;
1997-03-03;41,2;24,84;96;
1997-03-04;,4;24,98;97,5;
1997-03-05;44,5;25,82;94;
1997-03-06;0;26,48;95;
1997-03-07;7,6;25,2;95;
1997-03-08;,2;26,48;93,5;
1997-03-09;2,6;26,94;94;
1997-03-10;9,8;25,24;98,75;
1997-03-11;2,3;26,62;92,25;
1997-03-12;0;25,94;92,75;
1997-03-13;,3;27,14;92,5;
1997-03-14;0;26,88;93,25;
1997-03-15;7,6;24,28;98;
1997-03-16;11,4;25,86;93,5;
1997-03-17;7;25,72;96,5;
1997-03-18;0;24,7;97,5;
1997-03-19;64,7;23,16;98,5;
1997-03-20;8;25;97;
1997-03-21;7,3;25,62;94,5;
1997-03-22;0;26,1;92,75;
1997-03-23;35,4;23,34;98,25;
1997-03-24;46,2;24,84;94,5;
1997-03-25;0;24,94;97,25;
1997-03-26;14,2;24,46;97;
1997-03-27;44,9;23,84;98,25;
1997-03-28;17,7;24,92;96,25;
1997-03-29;8,7;24,48;97,75;
1997-03-30;44,7;23,9;98;
1997-03-31;8,5;25,06;95,75;
1997-04-01;9;26,4;94,25;
1997-04-02;21,8;24,14;98,5;
1997-04-03;5,9;27,04;92,25;
1997-04-04;0;26,62;94,25;
1997-04-05;62,6;24,12;97,75;
1997-04-06;4,2;25,1;96,75;
1997-04-07;14,5;27,64;93,25;
1997-04-08;0;27,44;89,75;
1997-04-09;0;26,76;92,25;
1997-04-10;1,6;27,6;92,25;
1997-04-11;0;27,98;88,5;
1997-04-12;0;28,92;88,5;
1997-04-13;0;27,26;91,75;
1997-04-14;0;26,18;91,75;
1997-04-15;5;26,32;94,75;
1997-04-16;8,9;25,46;94,25;
1997-04-17;5,5;27,36;91;
1997-04-18;22,6;26,6;95,5;
1997-04-19;0;27,64;95,25;
1997-04-20;7,3;28,1;93,75;
1997-04-21;0;28,16;94,5;
1997-04-22;6,1;24,64;96,25;
1997-04-23;,6;24,4;97,5;
1997-04-24;4,6;25,94;97;
1997-04-25;8,5;23,46;98,25;
1997-04-26;,2;25,4;95,25;
1997-04-27;0;26,82;92,25;
1997-04-28;11,6;23,32;99;
1997-04-29;28,8;25,34;96,75;
1997-04-30;0;26,96;95,75;
1997-05-01;0;26,64;97,25;
1997-05-02;6,8;24,14;98,5;
1997-05-03;,5;26,72;95,25;
1997-05-04;14,6;25,62;97,5;
1997-05-05;2,5;26,46;95;
1997-05-06;0;27,1;94,5;
1997-05-07;0;27,26;91,25;
1997-05-08;0;25,74;95,25;
1997-05-09;0;26,4;92,75;
1997-05-10;0;27,32;94;
1997-05-11;0;28,46;91,5;
1997-05-12;0;27,84;92,5;
1997-05-13;0;27,44;92,25;
1997-05-14;0;27,12;92;
1997-05-15;0;28,3;92,25;
1997-05-16;0;27,96;89,5;
1997-05-17;0;27,74;88;
1997-05-18;0;27,74;87,75;
1997-05-19;0;28,36;90,25;
1997-05-20;0;28,5;92;
1997-05-21;0;28,1;90,75;
1997-05-22;0;27,66;90;
1997-05-23;0;27,62;90,25;
1997-05-24;0;27,66;90;
1997-05-25;0;27,04;94,25;
1997-05-26;0;27,8;90,75;
1997-05-27;0;27,78;90,5;
1997-05-28;0;27,72;88;
1997-05-29;0;27,28;91,25;
1997-05-30;0;27,6;91,25;
1997-05-31;0;27,68;90,5;
1997-06-01;0;27,88;89,5;
1997-06-02;0;27,28;86,75;
1997-06-03;0;27,3;89;
1997-06-04;0;27,2;89;
1997-06-05;0;27,7;89,75;
1997-06-06;0;28,86;90,75;
1997-06-07;0;28,34;91,5;
1997-06-08;0;27,34;91,5;
1997-06-09;0;26,64;93,25;
1997-06-10;0;27,92;93,5;
1997-06-11;0;28,16;92,25;
1997-06-12;0;28,06;89;
1997-06-13;0;27,48;88,25;
1997-06-14;0;26,66;90,25;
1997-06-15;0;27,3;89,5;
1997-06-16;0;28;88,5;
1997-06-17;0;27,7;89,25;
1997-06-18;0;28,06;83,75;
1997-06-19;0;27,64;88,75;
1997-06-20;0;27,28;87,5;
1997-06-21;0;27,48;87,75;
1997-06-22;0;28,7;86,75;
1997-06-23;0;27,8;89;
1997-06-24;0;27,38;89,25;
1997-06-25;0;26,72;86,75;
1997-06-26;0;26,78;90,5;
1997-06-27;0;27,58;88,5;
1997-06-28;0;27,08;88,25;
1997-06-29;0;26,58;86,5;
1997-06-30;0;27,14;86,5;
1997-07-01;0;27,94;90;
1997-07-02;0;27,98;86,5;
1997-07-03;0;28,56;89,25;
1997-07-04;0;28,02;87,5;
1997-07-05;0;27,32;84,75;
1997-07-06;0;26,84;87,5;
1997-07-07;0;27,36;86;
1997-07-08;0;27,1;84;
1997-07-09;0;27,18;84,75;
1997-07-10;0;27,06;84,25;
1997-07-11;0;28,08;86,25;
1997-07-12;0;27,28;88;
1997-07-13;0;27,02;89,25;
1997-07-14;0;28,14;87,25;
1997-07-15;0;27,88;88,25;
1997-07-16;0;27,64;87,5;
1997-07-17;0;27,58;86;
1997-07-18;0;26,8;83;
1997-07-19;0;27,32;86,25;
1997-07-20;0;27,42;85,75;
1997-07-21;0;27,54;85,25;
1997-07-22;0;27,42;88;
1997-07-23;0;27,46;87,5;
1997-07-24;0;27,4;86;
1997-07-25;0;28,14;84,75;
1997-07-26;0;27,26;87,5;
1997-07-27;0;28,6;86,25;
1997-07-28;0;28,46;86,25;
1997-07-29;0;28,34;86;
1997-07-30;0;27,92;85,75;
1997-07-31;0;28,02;88;
1997-08-01;0;28,68;85,75;
1997-08-02;0;28,84;86;
1997-08-03;0;27,68;84,5;
1997-08-04;0;27,64;81,5;
1997-08-05;0;28,1;83;
1997-08-06;0;28,36;82,75;
1997-08-07;0;29;84,25;
1997-08-08;0;29,1;86,5;
1997-08-09;0;28,54;85;
1997-08-10;0;29,62;84;
1997-08-11;0;28,2;85,75;
1997-08-12;0;28,86;88,25;
1997-08-13;0;28,36;86,5;
1997-08-14;0;28,66;85,25;
1997-08-15;0;28,22;87,25;
1997-08-16;0;28,2;84,75;
1997-08-17;0;28,84;83,25;
1997-08-18;0;28,64;81;
1997-08-19;0;29,04;83,25;
1997-08-20;0;29,12;81,25;
1997-08-21;0;28,38;84;
1997-08-22;0;29,44;83,75;
1997-08-23;0;29,12;81,5;
1997-08-24;0;28,9;87,75;
1997-08-25;0;29,62;90,5;
1997-08-26;0;28,92;90;
1997-08-27;4,7;29,34;86;
1997-08-28;0;29,28;84;
1997-08-29;0;28,06;82,75;
1997-08-30;0;27,32;82;
1997-08-31;0;28,48;78,25;
1997-09-01;0;28,6;86,25;
1997-09-02;0;29,12;83,75;
1997-09-03;0;30,24;88,75;
1997-09-04;0;29,38;87,25;
1997-09-05;0;29,54;86,5;
1997-09-06;2,7;30,46;88,5;
1997-09-07;0;29,62;81,25;
1997-09-08;0;28,72;83,5;
1997-09-09;0;29,5;83,5;
1997-09-10;0;27,02;89,5;
1997-09-11;0;28,32;88,5;
1997-09-12;0;30,08;89,25;
1997-09-13;0;29,08;88,75;
1997-09-14;0;27,18;95,75;
1997-09-15;0;29,64;87;
