Nome: CONCEICAO DO ARAGUAIA
Codigo Estacao: 82861
Latitude: -8.25916666
Longitude: -49.26388888
Altitude: 179.02
Situacao: Operante
Data Inicial: 1984-01-01
Data Final: 2020-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);
2015-04-08;0;28,22;77,5;
2015-04-09;2,8;25,28;90;
2015-04-10;4,4;26,76;88,75;
2015-04-11;,4;26,12;89,5;
2015-04-12;3;26,84;81,5;
2015-04-13;1;28,52;76,75;
2015-04-14;23,8;25,52;89,5;
2015-04-15;6,3;28,4;78,5;
2015-04-16;0;27,44;83,5;
2015-04-17;0;27,86;80,75;
2015-04-18;3,3;26,62;82,5;
2015-04-19;,5;27,76;79,75;
2015-04-20;0;25,82;88;
2015-04-21;14,4;26,9;82,75;
2015-04-22;0;26,54;83,75;
2015-04-23;0;27,74;77,75;
2015-04-24;3,4;26,26;82,25;
2015-04-25;0;27,78;81,75;
2015-04-26;5,2;26,38;89;
2015-04-27;7,3;25,28;88,25;
2015-04-28;,8;28,36;77,75;
2015-04-29;,2;26,62;85,75;
2015-04-30;,2;26,22;80,75;
2015-05-01;25,1;23,72;91;
2015-05-02;5,3;26,7;82,25;
2015-05-03;17,2;24,48;84,75;
2015-05-04;2,4;26,32;88;
2015-05-05;8,9;26,8;82,5;
2015-05-06;0;26,86;85,5;
2015-05-07;11,8;28,18;80,5;
2015-05-08;31,6;26,28;86;
2015-05-09;0;26,08;83,75;
2015-05-10;8,4;27,64;84,25;
2015-05-11;,4;27,88;78,5;
2015-05-12;0;27;81,25;
2015-05-13;0;28,22;75;
2015-05-14;5,4;28,16;80,25;
2015-05-15;0;28,14;72,75;
2015-05-16;0;28,48;66;
2015-05-17;0;28,56;66,5;
2015-05-18;0;28,38;71,75;
2015-05-19;0;28,8;72;
2015-05-20;0;28,68;73,75;
2015-05-21;,4;28,78;76,5;
2015-05-22;,1;28,54;73,25;
2015-05-23;0;28,26;72,75;
2015-05-24;0;28,82;65,75;
2015-05-25;0;29,3;62,5;
2015-05-26;0;29,66;65;
2015-05-27;0;27,92;85,25;
2015-05-28;27,1;28,28;78;
2015-05-29;0;28,8;72,75;
2015-05-30;0;29,1;65;
2015-05-31;0;29,48;67,5;
2015-06-01;0;29,7;64,75;
2015-06-02;0;29,18;65,5;
2015-06-03;0;28,78;69,5;
2015-06-04;0;29;66,75;
2015-06-05;0;28,74;65,75;
2015-06-06;0;28,4;67,25;
2015-06-07;0;27,64;71,75;
2015-06-08;0;28,62;65;
2015-06-09;0;28,16;69,5;
2015-06-10;0;27,38;71,75;
2015-06-11;0;28,7;62;
2015-06-12;0;29,16;68;
2015-06-13;0;28,84;64,25;
2015-06-14;0;28,98;66,5;
2015-06-15;0;29,22;67,25;
2015-06-16;0;29,2;64,25;
2015-06-17;0;28,54;71,5;
2015-06-18;,1;27,78;61;
2015-06-19;0;27,52;60,5;
2015-06-20;0;27,78;63;
2015-06-21;0;28,34;57;
2015-06-22;0;27,8;57,75;
2015-06-23;0;27,84;56;
2015-06-24;0;28,1;59,5;
2015-06-25;0;28,46;63,25;
2015-06-26;0;28,54;59,75;
2015-06-27;0;27,44;57;
2015-06-28;0;26,96;61,25;
2015-06-29;0;27,58;65,75;
2015-06-30;0;28,02;60,5;
2015-07-01;0;27,82;63;
2015-07-02;0;29;59,75;
2015-07-03;0;28,56;65,25;
2015-07-04;0;29,22;66,25;
2015-07-05;0;28,86;66,25;
2015-07-06;1,6;25,9;87,25;
2015-07-07;6,4;26,6;85;
2015-07-08;1,3;28,16;69,25;
2015-07-09;0;28,64;63,75;
2015-07-10;0;28,94;68;
2015-07-11;0;28,48;68,25;
2015-07-12;0;28,52;66,75;
2015-07-13;0;28,08;61;
2015-07-14;0;28,72;59,25;
2015-07-15;0;27,92;56,75;
2015-07-16;0;27,64;59;
2015-07-17;0;28,06;56,25;
2015-07-18;0;28,26;53,75;
2015-07-19;0;28,12;53,5;
2015-07-20;0;28,04;57,25;
2015-07-21;0;28,74;56,75;
2015-07-22;0;29,5;55;
2015-07-23;0;28,12;55,75;
2015-07-24;0;28,64;50,25;
2015-07-25;0;28,68;55,5;
2015-07-26;0;29,62;58,75;
2015-07-27;0;29,9;55,25;
2015-07-28;0;29,24;59,25;
2015-07-29;0;29,02;56,75;
2015-07-30;0;28,76;49;
2015-07-31;0;28,72;49;
2015-08-01;0;28,4;51,75;
2015-08-02;0;28,18;50,5;
2015-08-03;0;29,22;52,75;
2015-08-04;0;29,32;50,5;
2015-08-05;0;29,28;53,25;
2015-08-06;0;28,92;47,25;
2015-08-07;0;28,94;53,5;
2015-08-08;0;29,06;51,5;
2015-08-09;0;28,32;46,75;
2015-08-10;0;29,12;44,25;
2015-08-11;0;28,44;45;
2015-08-12;0;28,26;48,25;
2015-08-13;0;27,06;47;
2015-08-14;0;27,72;47;
2015-08-15;0;28,86;52,25;
2015-08-16;0;29,6;48,25;
2015-08-17;0;29,38;47;
2015-08-18;0;29,22;43,5;
2015-08-19;0;29,46;50;
2015-08-20;0;30,02;51,25;
2015-08-21;0;30,3;51,25;
2015-08-22;0;30,46;53,75;
2015-08-23;0;31,34;54;
2015-08-24;0;30,76;56,5;
2015-08-25;0;29,76;63,5;
2015-08-26;0;29,94;59;
2015-08-27;0;30,72;59;
2015-08-28;0;29,38;64;
2015-08-29;0;29,54;59,5;
2015-08-30;0;30,2;51;
2015-08-31;0;29,6;50,5;
2015-09-01;0;29,18;53,25;
2015-09-02;0;30,3;57;
2015-09-03;0;30,32;57,25;
2015-09-04;0;30,96;55,5;
2015-09-05;0;31,28;57,25;
2015-09-06;0;30,12;59;
2015-09-07;0;30,38;56,5;
2015-09-08;0;30,64;51,5;
2015-09-09;0;30,88;52;
2015-09-10;0;30,66;51,5;
2015-09-11;0;30,76;51,75;
2015-09-12;0;30,8;56,25;
2015-09-13;0;28,7;68,5;
2015-09-14;,1;27,24;80,75;
2015-09-15;3;29,82;64,75;
2015-09-16;0;30,66;48,75;
2015-09-17;0;32,26;40,25;
2015-09-18;0;30,86;55,5;
2015-09-19;0;30,4;51;
2015-09-20;0;31,54;52;
2015-09-21;0;28,9;68,5;
2015-09-22;0;28,3;73;
2015-09-23;4,8;30,22;58,5;
2015-09-24;0;30,5;54,25;
2015-09-25;0;30,64;52;
2015-09-26;0;30,84;58;
2015-09-27;0;30,52;58,5;
2015-09-28;0;30,38;60;
2015-09-29;0;28,98;66;
2015-09-30;6,6;30,56;58,75;
2015-10-01;0;30,26;55,5;
2015-10-02;0;31,1;50;
2015-10-03;0;31,3;50,75;
2015-10-04;0;null;55;
2015-10-05;0;31,66;58,25;
2015-10-06;1,3;26,44;72,75;
2015-10-07;0;29,84;61,75;
2015-10-08;0;28,16;67,75;
2015-10-09;0;29,76;62,75;
2015-10-10;0;30,78;59,5;
2015-10-11;0;31,36;53,25;
2015-10-12;0;31,18;53,5;
2015-10-13;0;30,58;60,25;
2015-10-14;0;31,16;55,75;
2015-10-15;0;31,52;51,75;
2015-10-16;0;30,96;56,25;
2015-10-17;0;31,36;55,5;
2015-10-18;0;31,4;54;
2015-10-19;0;30,6;58,75;
2015-10-20;0;30,62;58,25;
2015-10-21;0;null;53,5;
2015-10-22;0;null;57,75;
2015-10-23;0;27,08;76,5;
2015-10-24;5;28,44;69,5;
2015-10-25;0;30,22;62,75;
2015-10-26;0;27,44;79,75;
2015-10-27;0;30,16;58,5;
2015-10-28;0;27,72;72,75;
2015-10-29;0;30,36;62,5;
2015-10-30;0;28,5;70,75;
2015-10-31;8,8;29,7;64;
2015-11-01;43,4;25,04;95;
2015-11-02;29;27,72;83;
2015-11-03;,2;28,18;73,75;
2015-11-04;0;26,44;83;
2015-11-05;12,4;28,26;70;
2015-11-06;0;28,96;71,25;
2015-11-07;0;30,72;67,5;
2015-11-08;0;28,62;71,5;
2015-11-09;0;25,92;81,75;
2015-11-10;0;27,7;71,75;
2015-11-11;0;29,94;65,5;
2015-11-12;0;28,5;69;
2015-11-13;0;30,52;63,5;
2015-11-14;0;30,1;67,25;
2015-11-15;0;29,32;67;
2015-11-16;0;30,7;62;
2015-11-17;0;28,42;72;
2015-11-18;1,3;28,58;73,25;
2015-11-19;0;26,88;81,5;
2015-11-20;33,1;27,88;76,25;
2015-11-21;0;28,86;74,25;
2015-11-22;0;30,44;68,75;
2015-11-23;0;27,34;76;
2015-11-24;,1;26,94;84,5;
2015-11-25;4,4;27,26;87,75;
2015-11-26;,4;27,46;83;
2015-11-27;0;29,26;69,5;
2015-11-28;19,8;27,58;79,5;
2015-11-29;1,4;27,66;85,25;
2015-11-30;8,6;28,02;82,5;
2015-12-01;23;29,92;71,75;
2015-12-02;0;31,12;59,75;
2015-12-03;0;27,58;84,75;
2015-12-04;,7;28,74;73,75;
2015-12-05;0;25,9;90,25;
2015-12-06;22,2;27,54;82,75;
2015-12-07;0;28,46;78;
2015-12-08;0;29,66;73,75;
2015-12-09;0;27,04;85,25;
2015-12-10;0;28,3;76,75;
2015-12-11;0;29,78;67,5;
2015-12-12;0;29,9;68,75;
2015-12-13;0;27,4;80,25;
2015-12-14;0;29,54;68;
2015-12-15;0;26,94;83;
2015-12-16;2,2;26,5;83,25;
2015-12-17;0;25,08;83,5;
2015-12-18;66;25,66;85,75;
2015-12-19;41,2;23,64;96,5;
2015-12-20;67;23,24;97;
2015-12-21;10;26,68;84,75;
2015-12-22;1,8;27,24;89,75;
2015-12-23;7;26,56;87,25;
2015-12-24;,7;25,16;87,25;
2015-12-25;8,2;24,36;89;
2015-12-26;12,2;25,4;88,75;
2015-12-27;2,6;27,32;80;
2015-12-28;0;27,32;80,5;
2015-12-29;2,2;28,6;71,75;
2015-12-30;,2;26,52;80,25;
2015-12-31;7,9;28,16;75,25;
2016-01-01;0;25,28;85,75;
2016-01-02;1,8;27,34;78,75;
2016-01-03;0;29,34;72,25;
2016-01-04;0;28,68;80,5;
2016-01-05;0;27,74;86,5;
2016-01-06;3;26,36;85,25;
2016-01-07;20,2;25,72;89,75;
2016-01-08;8,6;25,24;97;
2016-01-09;56,6;25,78;90,25;
2016-01-10;14,8;26,24;86,75;
2016-01-11;29,7;27,82;83;
2016-01-12;0;26,62;86,25;
2016-01-13;25,2;24,1;88,5;
2016-01-14;0;25,98;83;
2016-01-15;,3;27,06;81,75;
2016-01-16;0;25,86;89,75;
2016-01-17;18,7;25,7;89;
2016-01-18;6,6;26,26;87;
2016-01-19;,6;26;91,25;
2016-01-20;28,2;25,34;92,5;
2016-01-21;4,3;24,48;91,75;
2016-01-22;5,7;26,76;83,75;
2016-01-23;1;25,94;88,5;
2016-01-24;,4;27,78;81,75;
2016-01-25;0;27,9;84,75;
2016-01-26;3,7;25,96;89,5;
2016-01-27;3,4;24,8;90,75;
2016-01-28;21,2;24,5;88,75;
2016-01-29;,7;26,58;82,5;
2016-01-30;2,6;28,26;76;
2016-01-31;0;28,32;71,75;
2016-02-01;0;26,14;74;
2016-02-02;3,2;27,68;79,25;
2016-02-03;0;26,5;78,5;
2016-02-04;12;24,9;90,75;
2016-02-05;3,4;28,64;73,75;
2016-02-06;0;29,82;71;
2016-02-07;0;30,44;67,25;
2016-02-08;0;30,02;67,75;
2016-02-09;0;30,6;64,25;
2016-02-10;0;30,58;62,5;
2016-02-11;0;28,36;66,75;
2016-02-12;0;26,84;79;
2016-02-13;,4;27,5;85;
2016-02-14;7,6;27,74;77,75;
2016-02-15;9,1;26,92;82,5;
2016-02-16;2,5;29,82;73,25;
2016-02-17;0;30,38;66,75;
2016-02-18;0;30,38;60;
2016-02-19;0;30,34;67,25;
2016-02-20;,2;29,6;71,75;
2016-02-21;0;30,2;66,75;
2016-02-22;0;30,44;63,5;
2016-02-23;0;31,34;59;
2016-02-24;0;31,56;67;
2016-02-25;0;28,64;68,75;
2016-02-26;0;25,36;91;
2016-02-27;20,2;28,92;77,75;
2016-02-28;0;29,74;72,5;
2016-02-29;0;31,06;69,75;
2016-03-01;0;30,32;72,25;
2016-03-02;0;26,34;92;
2016-03-03;5,4;26,54;87;
2016-03-04;12,4;28,64;81,5;
2016-03-05;0;28,18;77,75;
2016-03-06;28;26,7;90;
2016-03-07;31,8;27,22;80;
2016-03-08;,5;27,48;81,25;
2016-03-09;14,7;24,28;94,5;
2016-03-10;13,8;27,1;82;
2016-03-11;1,1;26,96;86,5;
2016-03-12;8,6;27,16;82,75;
2016-03-13;24,1;24,36;94,75;
2016-03-14;14,5;26,98;84,5;
2016-03-15;17,5;28,38;81,75;
2016-03-16;0;28,64;77,5;
2016-03-17;,1;29,42;72;
2016-03-18;32;28,22;84;
2016-03-19;24;25,56;89,5;
2016-03-20;3,5;27,38;83,25;
2016-03-21;0;27,32;82,25;
2016-03-22;0;28,28;76;
2016-03-23;33;25,68;88,25;
2016-03-24;,6;27,18;82,75;
2016-03-25;0;28,48;81,5;
2016-03-26;22,9;25,54;89,25;
2016-03-27;0;28,06;81,5;
2016-03-28;0;28,44;85;
2016-03-29;1,1;27,32;79,25;
2016-03-30;0;29,36;73,5;
2016-03-31;0;29,3;75,25;
2016-04-01;1;27,48;83,75;
2016-04-02;0;27,74;81,25;
2016-04-03;0;28,24;78,5;
2016-04-04;0;26,7;92;
2016-04-05;1,4;29,22;77,25;
2016-04-06;0;28,34;77,75;
2016-04-07;0;29,12;79;
2016-04-08;0;28,42;78;
2016-04-09;,7;27,58;82,75;
2016-04-10;4,6;26,96;87,75;
2016-04-11;5,5;27,48;82,75;
2016-04-12;5,2;26,08;80,75;
2016-04-13;,1;26,88;82;
2016-04-14;0;27,32;82,5;
2016-04-15;0;29,46;70,75;
2016-04-16;0;29,26;75,25;
2016-04-17;0;30;71;
2016-04-18;,1;29,66;67,5;
2016-04-19;0;28,78;71;
2016-04-20;0;28,78;70,5;
2016-04-21;0;30,24;64,75;
2016-04-22;0;30,42;62,75;
2016-04-23;0;30,14;70,5;
2016-04-24;0;30,32;71,25;
2016-04-25;0;29,54;70;
2016-04-26;0;28,54;76,75;
2016-04-27;0;28,46;75,5;
2016-04-28;0;27,36;80,5;
2016-04-29;6,6;24,38;94,75;
2016-04-30;23,2;26,46;84,25;
2016-05-01;4,9;26,08;87;
2016-05-02;0;27,32;85,25;
2016-05-03;,4;24,12;96;
2016-05-04;16,2;26,02;86;
2016-05-05;0;28,02;79,25;
2016-05-06;0;29,2;75;
2016-05-07;0;29,54;72,75;
2016-05-08;0;29,64;68;
2016-05-09;0;29,3;71,25;
2016-05-10;0;30,06;67,25;
2016-05-11;0;29,94;70,75;
2016-05-12;0;28,62;75,25;
2016-05-13;0;27,88;78;
2016-05-14;0;28,64;78,75;
2016-05-15;,2;28,14;80;
2016-05-16;1,1;29,4;70,75;
2016-05-17;0;29,82;69,75;
2016-05-18;0;29,66;71,75;
2016-05-19;0;30,48;70,75;
2016-05-20;0;29,56;75,25;
2016-05-21;3,2;28,36;69,5;
2016-05-22;0;29;63;
2016-05-23;0;29,26;65,25;
2016-05-24;0;30,06;64,25;
2016-05-25;0;29,84;69,25;
2016-05-26;0;29;70,5;
2016-05-27;0;28,56;73,25;
2016-05-28;,1;29,7;70,5;
2016-05-29;0;27,22;72;
2016-05-30;0;29,6;65,5;
2016-05-31;0;29,56;71,25;
2016-06-01;0;28,72;73;
2016-06-02;0;29,66;67,75;
2016-06-03;0;29,9;68,5;
2016-06-04;0;30,6;72;
2016-06-05;0;29,72;70;
2016-06-06;0;27,74;80,75;
2016-06-07;,1;29,16;71;
2016-06-08;0;29,12;73;
2016-06-09;5;26,6;88,5;
2016-06-10;9,1;27,7;77;
2016-06-11;0;27,5;75;
2016-06-12;,3;27,66;83,75;
2016-06-13;5,4;27,18;84,5;
2016-06-14;10;25,52;87;
2016-06-15;4,5;27,46;69,25;
2016-06-16;0;27,68;68,75;
2016-06-17;0;28,38;66,75;
2016-06-18;0;28,94;66,5;
2016-06-19;0;28,76;66,75;
2016-06-20;0;28,72;66;
2016-06-21;0;28,58;64;
2016-06-22;0;27,7;63;
2016-06-23;0;27,96;65;
2016-06-24;0;28,26;66,5;
2016-06-25;0;28,02;61;
2016-06-26;0;27,64;58,25;
2016-06-27;0;28,02;59,75;
2016-06-28;0;27,74;57,75;
2016-06-29;0;27;53,75;
2016-06-30;0;27,54;56,75;
2016-07-01;0;27,62;56,5;
2016-07-02;0;27,32;58,25;
2016-07-03;0;27,96;56,25;
2016-07-04;0;28,24;56;
2016-07-05;0;28,18;54,5;
2016-07-06;0;28,34;56,5;
2016-07-07;0;28,54;57,25;
2016-07-08;0;28,92;55;
2016-07-09;0;29,42;59;
2016-07-10;0;29,54;58,5;
2016-07-11;0;28,96;60;
2016-07-12;0;29,12;58,25;
2016-07-13;0;29,32;55,25;
2016-07-14;0;29,56;59,25;
2016-07-15;0;29,2;52,5;
2016-07-16;0;29,14;60,75;
2016-07-17;0;28,86;57;
2016-07-18;0;28,92;54,25;
2016-07-19;0;28,5;61,25;
2016-07-20;0;29,12;57,75;
2016-07-21;0;29,22;62,25;
2016-07-22;0;29,52;56,75;
2016-07-23;0;29,04;51,75;
2016-07-24;0;28,54;47,5;
2016-07-25;0;28,6;49,25;
2016-07-26;0;28,78;50,75;
2016-07-27;0;28,18;50;
2016-07-28;0;28,2;45,75;
2016-07-29;0;29,04;50,25;
2016-07-30;0;27,86;50,75;
2016-07-31;0;27,74;52,25;
2016-08-01;0;28,68;48,75;
2016-08-02;0;28,52;49;
2016-08-03;0;29,54;52,75;
2016-08-04;0;29,64;51;
2016-08-05;0;29,38;49,5;
2016-08-06;0;29,12;51;
2016-08-07;0;29,94;52,75;
2016-08-08;0;29,76;67;
2016-08-09;0;29,84;53,25;
2016-08-10;0;30,08;51,5;
2016-08-11;0;30,08;51,25;
2016-08-12;0;30,58;57,25;
2016-08-13;0;30,74;59,5;
2016-08-14;0;29,96;59;
2016-08-15;0;30,24;55,25;
2016-08-16;0;30,74;54,25;
2016-08-17;0;31,14;60;
2016-08-18;0;31,62;53,75;
2016-08-19;0;30,64;57,75;
2016-08-20;0;30,58;53;
2016-08-21;0;30,98;52,25;
2016-08-22;0;30,72;54,25;
2016-08-23;0;29,92;53,5;
2016-08-24;0;29,74;51,25;
2016-08-25;0;30,74;48,75;
2016-08-26;0;31,58;52,75;
2016-08-27;0;29,86;52,25;
2016-08-28;0;30,26;52,25;
2016-08-29;0;30,98;47,25;
2016-08-30;0;30,52;54,25;
2016-08-31;0;31,1;53,5;
2016-09-01;0;31,16;54;
2016-09-02;0;30,42;47,5;
2016-09-03;0;30,44;51,25;
2016-09-04;0;31,42;45,5;
2016-09-05;0;31,58;46;
2016-09-06;0;30,62;52,75;
2016-09-07;0;31,1;56;
2016-09-08;0;31,08;54,75;
2016-09-09;0;28,5;70,25;
2016-09-10;0;30,56;51;
2016-09-11;0;30,82;41,5;
2016-09-12;0;30,6;54;
2016-09-13;0;31,1;55,25;
2016-09-14;0;31,14;59,25;
2016-09-15;0;30,32;59;
2016-09-16;0;31;56;
2016-09-17;0;29,22;64;
2016-09-18;,3;30,1;59,75;
2016-09-19;0;28,78;64,75;
2016-09-20;0;30,56;58,75;
2016-09-21;0;31,34;55,5;
2016-09-22;15,6;26,72;79,25;
2016-09-23;5,2;24,6;87;
2016-09-24;2,6;28,88;67,75;
2016-09-25;0;27,52;69,5;
2016-09-26;41,7;26,94;82;
2016-09-27;0;27,6;84,5;
2016-09-28;0;27,28;77,75;
2016-09-29;1,9;28,22;73,5;
2016-09-30;0;25,42;78;
2016-10-01;,3;27,06;76,25;
2016-10-02;0;29,96;66,5;
2016-10-03;0;30,42;61,75;
2016-10-04;0;27,94;75,75;
2016-10-05;0;28,5;71;
2016-10-06;0;26,7;85,25;
2016-10-07;6,4;28,6;71,5;
2016-10-08;0;27,98;81,5;
2016-10-09;,2;26,08;90,25;
2016-10-10;29,4;28,88;77,75;
2016-10-11;0;30,26;59;
2016-10-12;0;30,06;58,5;
2016-10-13;0;30,72;57,75;
2016-10-14;0;30,86;54;
2016-10-15;0;30,14;56,25;
2016-10-16;0;30,78;59,5;
2016-10-17;0;29,9;63,5;
2016-10-18;0;30,34;61,5;
2016-10-19;0;31,2;59;
2016-10-20;0;27;80;
2016-10-21;5,3;26,68;78,25;
2016-10-22;0;29,88;67,25;
2016-10-23;0;29,54;63,5;
2016-10-24;0;26,38;88;
2016-10-25;8,8;28,42;74,25;
2016-10-26;0;27,94;73;
2016-10-27;0;26,94;79;
2016-10-28;4,7;25,66;81,25;
2016-10-29;1,7;28;72,75;
2016-10-30;0;28,18;76,75;
2016-10-31;0;26;78,75;
2016-11-01;0;29,72;67;
2016-11-02;0;30,14;64,25;
2016-11-03;0;30,42;65;
2016-11-04;0;31,08;61,25;
2016-11-05;0;31,06;55,75;
2016-11-06;0;28,08;76;
2016-11-07;0;26,74;82,25;
2016-11-08;,1;26,14;82,5;
2016-11-09;23,9;24,92;89,75;
2016-11-10;9,1;28;80,5;
2016-11-11;0;27,08;81,75;
2016-11-12;0;25,24;92,5;
2016-11-13;31,8;26,26;87,5;
2016-11-14;0;28,3;80,5;
2016-11-15;9;25,28;87,5;
2016-11-16;2;25,48;91,5;
2016-11-17;3,5;27,08;85,75;
2016-11-18;,8;25,42;89;
2016-11-19;0;27,06;83,25;
2016-11-20;,3;26,02;86,25;
2016-11-21;0;28,28;70,25;
2016-11-22;0;27,38;85;
2016-11-23;3,6;27,76;76,75;
2016-11-24;0;29,42;74,25;
2016-11-25;0;28,08;75;
2016-11-26;0;28,6;77,25;
2016-11-27;0;29,82;69,75;
2016-11-28;0;31,46;73,25;
2016-11-29;0;30,3;67;
2016-11-30;0;28,56;69,75;
2016-12-01;0;27,44;75,75;
2016-12-02;3;27,12;76,25;
2016-12-03;16,1;27,04;80,25;
2016-12-04;,4;26,22;77,5;
2016-12-05;0;26,96;88,75;
2016-12-06;13,4;29,48;69,25;
2016-12-07;0;26,98;87,75;
2016-12-08;14,1;25,66;83;
2016-12-09;0;27,72;77;
2016-12-10;0;27,08;86,25;
2016-12-11;1,2;27,58;77;
2016-12-12;0;27,88;86,25;
2016-12-13;7,7;26,86;83,25;
2016-12-14;9;25,52;84,75;
2016-12-15;6,4;25,34;85,5;
2016-12-16;0;25,38;85,75;
2016-12-17;11,9;23,84;89;
2016-12-18;11;24,46;88,75;
2016-12-19;1,1;26,16;77,5;
2016-12-20;0;28,04;72;
2016-12-21;0;26,8;83,5;
2016-12-22;0;27,96;81,25;
2016-12-23;5,8;28,02;85;
2016-12-24;1,2;28,66;76;
2016-12-25;0;28,28;77,25;
2016-12-26;0;29,04;75,25;
2016-12-27;,3;28,46;75,5;
2016-12-28;0;26,04;88,5;
2016-12-29;7,2;25,32;92,5;
2016-12-30;26,6;26,16;89,25;
2016-12-31;0;27,8;79,75;
2017-01-01;0;27,26;75,5;
2017-01-02;1,7;25,82;85,75;
2017-01-03;32;24,6;93,75;
2017-01-04;11,4;26,56;84;
2017-01-05;0;25,44;91,5;
2017-01-06;7,9;27,02;82,5;
2017-01-07;2,4;26,9;80,75;
2017-01-08;2,7;26,18;82,25;
2017-01-09;5,8;27,16;81,75;
2017-01-10;0;27,94;75,25;
2017-01-11;0;26,08;86,75;
2017-01-12;4,8;28,18;73,25;
2017-01-13;0;27,7;75,5;
2017-01-14;1,7;24,9;90;
2017-01-15;26,1;25,24;88;
2017-01-16;32,2;25,24;86,25;
2017-01-17;48,1;26,2;84,25;
2017-01-18;,4;23,82;96;
2017-01-19;59,6;26,6;80,5;
2017-01-20;,2;27,4;83,5;
2017-01-21;1,1;25,48;86,25;
2017-01-22;,2;27,52;76,25;
2017-01-23;5,8;26,22;85,75;
2017-01-24;0;24,16;85;
2017-01-25;0;27,64;72,75;
2017-01-26;0;27,74;82,75;
2017-01-27;0;28,06;80,75;
2017-01-28;0;27,82;75;
2017-01-29;8,9;28,16;74,25;
2017-01-30;0;27,94;84;
2017-01-31;2,1;26,86;86;
2017-02-01;1;26,4;85,25;
2017-02-02;15,5;25,68;87;
2017-02-03;1,2;28,06;77,75;
2017-02-04;0;26,38;88,5;
2017-02-05;5,8;27,8;77,75;
2017-02-06;,2;28,42;76;
2017-02-07;0;25,48;92,5;
2017-02-08;10;26,76;84;
2017-02-09;16,8;25,7;87;
2017-02-10;,4;25,28;91,25;
2017-02-11;13,8;24,58;94,25;
2017-02-12;37,1;26,12;88,25;
2017-02-13;69,6;24,48;91;
2017-02-14;1;24,68;90;
2017-02-15;54;25,74;84,25;
2017-02-16;0;26,66;85;
2017-02-17;1,2;27,52;77;
2017-02-18;8,6;24,42;88,25;
2017-02-19;1;26,26;86,5;
2017-02-20;0;26,18;79,25;
2017-02-21;0;25,92;78,5;
2017-02-22;13,3;26,14;89,75;
2017-02-23;9;25,36;86,25;
2017-02-24;6,7;27,72;76,25;
2017-02-25;0;26,34;80;
2017-02-26;2,4;26,06;82,75;
2017-02-27;0;27,86;71,25;
2017-02-28;21;23,94;93,5;
2017-03-01;6,6;24,86;92;
2017-03-02;11,8;24,94;87,5;
2017-03-03;7;27,96;77,5;
2017-03-04;0;28,56;73,25;
2017-03-05;0;28,94;77,5;
2017-03-06;,4;27,4;82,25;
2017-03-07;0;28,7;74,75;
2017-03-08;,5;27,08;77;
2017-03-09;9,7;27,36;80,75;
2017-03-10;13,4;26,02;92,5;
2017-03-11;34,8;26,7;81,25;
2017-03-12;0;28,62;75;
2017-03-13;25,5;24,22;90,75;
2017-03-14;4;26,86;81,25;
2017-03-15;4;26,24;81,25;
2017-03-16;,2;26,86;77,75;
2017-03-17;0;26,2;84;
2017-03-18;,8;25,46;85,5;
2017-03-19;3,6;28,44;77,75;
2017-03-20;0;27,72;78,75;
2017-03-21;,2;27,32;81;
2017-03-22;0;26,62;81,75;
2017-03-23;6,2;26,9;84,25;
2017-03-24;,8;28,52;76,25;
2017-03-25;0;27,02;85,25;
2017-03-26;0;27,7;84,5;
2017-03-27;33,4;26,36;88,5;
2017-03-28;17,1;26,88;89,75;
2017-03-29;8,1;28,18;83,5;
2017-03-30;,5;25,48;91,75;
2017-03-31;27;27,5;81,25;
2017-04-01;8,6;26,04;88,5;
2017-04-02;2,6;25,7;91;
2017-04-03;8,5;25,5;89,75;
2017-04-04;3;27,18;85,5;
2017-04-05;6,2;26,46;85,25;
2017-04-06;1,2;26,7;84,75;
2017-04-07;27,2;25,02;88,25;
2017-04-08;8,3;26,48;80,5;
2017-04-09;0;28,68;78;
2017-04-10;0;28,64;72,75;
2017-04-11;0;27,24;87;
2017-04-12;5,5;27,14;80,5;
2017-04-13;0;25,74;86;
2017-04-14;4,7;28,32;81,25;
2017-04-15;0;28,02;81,75;
2017-04-16;1,6;29,34;78;
2017-04-17;,2;28,28;76,5;
2017-04-18;0;28,68;75,25;
2017-04-19;0;26,88;84,25;
2017-04-20;58,8;27,96;81;
2017-04-21;,4;28,6;77,25;
2017-04-22;0;28;81,25;
2017-04-23;40,6;26,44;86;
2017-04-24;0;28,64;78;
2017-04-25;0;28,54;76,75;
2017-04-26;0;27,7;77,75;
2017-04-27;8;29,1;76,5;
2017-04-28;,1;28,14;76;
2017-04-29;0;26,56;89;
2017-04-30;3,8;27,3;86,25;
2017-05-01;1;27,88;77,75;
2017-05-02;0;28,22;69;
2017-05-03;0;29,12;67,75;
2017-05-04;0;28,96;69,25;
2017-05-05;0;29,04;70,75;
2017-05-06;0;28,16;79;
2017-05-07;19,1;29,16;72,75;
2017-05-08;0;29,54;71,5;
2017-05-09;0;28,62;75,5;
2017-05-10;0;28,72;71,75;
2017-05-11;0;28,16;79,25;
2017-05-12;0;27,68;78,25;
2017-05-13;0;28,84;74,5;
